ZIPCODE,DRUGCODE,Q1,Q2,Q3,Q4
350,1100,6413.54,6352.26,6543.51,6713.38
351,1100,4274.43,4122.98,4288.07,4351.11
352,1100,10093.38,10058.23,10091.45,10173.63
354,1100,5259.79,5179.61,5287.53,5521.80
355,1100,1537.57,1593.05,1677,1825.70
356,1100,4107.38,4168.19,4304.62,4429.68
357,1100,1550.75,1475.87,1516.54,1604.80
358,1100,2168.87,2322.22,2395.68,2375.39
359,1100,1867.89,1835.83,1809.06,1887.51
360,1100,2177.85,2006.53,2208.80,2310.96
361,1100,3008.90,2926.23,2958.59,3091.41
362,1100,1071.04,984.26,1013.03,1062.76
363,1100,2102.54,1995.84,2092.93,2106.21
364,1100,565.5,528.64,562.06,643.98
365,1100,4032.37,4224.18,4388.15,4419.20
366,1100,3626.99,3602.23,3644.89,3522.08
367,1100,634.27,606.87,595.28,705.43
368,1100,2816.15,2801.16,2705.83,3017.94
369,1100,75.64,58.42,69.98,74.25
995,1100,2212.79,2293.82,2492.95,2291.18
996,1100,488.58,525.85,590.34,625.37
997,1100,456.09,551.91,582.61,539.92
998,1100,235.07,238.01,274.49,290.47
999,1100,72.23,75.59,74.56,79.98
967,1100,0,1.1,0,0
850,1100,7699.60,7855.91,7606.21,8155.46
851,1100,0,0,147.08,0
852,1100,18935.92,19912.82,19523.22,19306.01
853,1100,4635.74,4363.27,4663.47,4921.90
855,1100,241.04,260.83,230.61,247.49
856,1100,838.41,776.3,800.08,889.74
857,1100,6175.29,6238.10,6177.46,6420.05
859,1100,194.65,209.13,222.03,274.13
860,1100,568.14,604.53,704.05,630.96
863,1100,814.08,851.21,751.12,834.47
864,1100,619.4,538.49,552.11,542.52
865,1100,13.59,7.71,49.01,14.82
716,1100,1181.75,1158.12,1173.81,1343.52
717,1100,430.9,389.66,367.2,455.66
718,1100,573.95,494.95,517.9,614.62
719,1100,1277.13,1192.40,1141.67,1428.34
720,1100,3384.41,3293.59,3652.65,3936.11
721,1100,2856.86,2927.73,3042.94,3348.75
722,1100,3450.10,3452.99,3697.70,3787.36
723,1100,1058.34,1031.64,1006.43,1111.60
724,1100,1953.37,1951.79,1937.78,2036.46
725,1100,462.86,415.21,496.76,494.88
726,1100,910.84,853.74,860.03,960.33
727,1100,4648.72,4615.42,4939.90,5170.86
728,1100,659.65,645.47,661.01,718.27
729,1100,1184.69,1138.42,1048.09,1282.63
900,1100,7829.34,8284.87,8175.80,8820.49
902,1100,5068.45,5214.83,5171.73,5545.50
903,1100,138.51,117.38,122.21,131.08
