ZIPCODE,DRUGCODE,Q1,Q2,Q3,Q4
350,1100,5069.50,4667.35,4642.95,5200.53
351,1100,3286.86,3065.64,2982.73,3446.21
352,1100,11289.26,10491.43,10718.85,11429.60
354,1100,4231,4395.68,4327.01,4734.14
355,1100,1206.48,1148.20,1046.02,1204.99
356,1100,3527.98,3348.86,3108.36,3634.69
357,1100,1329.31,1201.50,1142.39,1333.48
358,1100,1909.62,1999.58,1830.09,2135.49
359,1100,1662.78,1577.25,1365.84,1783.56
360,1100,1607.46,1473.56,1492.35,1722.14
361,1100,2404.64,2227.30,2267.09,2745.83
362,1100,1051.18,850.96,810.48,939.44
363,1100,2079.01,1824.67,1812.43,2023.98
364,1100,548.89,527.31,472.37,584.58
365,1100,3340.82,3075.65,3214.42,3407.86
366,1100,3160.41,3200.77,2909.01,3172.04
367,1100,464.19,476.45,442.17,529.75
368,1100,2218.22,2076.14,2218.69,2309.58
369,1100,68.25,67.08,66.08,84.52
995,1100,2305.78,2101.99,2130.88,2098.68
996,1100,494.47,502.6,466.6,493.8
997,1100,443.19,409.17,419.72,481.13
998,1100,226.65,255.93,242.03,201.71
999,1100,84.72,57.9,65.08,83.39
850,1100,13031.76,12959.30,13193.68,14330.94
852,1100,14459.15,16462.69,16791.81,17740.38
853,1100,3615.97,3890.72,4012.26,4064.91
855,1100,244.22,215.54,213.6,232.99
856,1100,620.48,725.52,691.82,785.78
857,1100,5322.87,5807.87,5563.84,6018.30
859,1100,163.69,167.42,180.46,158.76
860,1100,432.95,522.35,491.01,550.67
863,1100,555.38,610.5,644.84,669.73
864,1100,530.48,545.61,532.8,560.96
865,1100,15.11,23.95,16.02,28.88
716,1100,1350.25,1267.89,1113.69,1142.77
717,1100,270.6,264.12,236.62,273.14
718,1100,533.14,497.11,509.61,679.81
719,1100,1113.09,1049.28,963.37,1089.42
720,1100,2910.72,2761.50,2482.23,2809.55
721,1100,2452.22,2225.30,2236.36,2322.98
722,1100,3000.14,2799.65,2882.49,2803.25
723,1100,1083.11,926.62,952.39,1029.58
724,1100,1816.54,1559.33,1623.28,1762.70
725,1100,390.36,368.36,378.31,371.5
726,1100,842.89,714.05,745.67,784.09
727,1100,4018.87,3913.76,3913.40,4094.86
728,1100,560.64,475.43,487.45,535.43
729,1100,1193.02,1120.94,1169.77,1151.53
900,1100,4930.52,5756.31,5814,5621.29
902,1100,3748.50,4200.31,3941.47,4056
903,1100,131.02,142.24,191.97,122.22
904,1100,982.7,1038.09,1018.23,1082.04
905,1100,857.86,962.93,838.24,955.06
906,1100,1174.42,1249.91,1104.29,1162.06
907,1100,1500.84,1597.61,1455.74,1583.33
908,1100,1126.07,1294.77,1165.66,1239.30
910,1100,918.8,897.62,1002.01,958.64
911,1100,793.13,851.19,801.35,874.33
912,1100,289.2,356.07,297.4,326.85
913,1100,6823.45,7247.73,6992.62,7083.22
914,1100,1235.50,1263.66,1262.59,1350.15
915,1100,567.38,557.88,634.92,564.26
916,1100,311.98,315.57,369.33,399.41
917,1100,3139.38,3370.46,2732.66,3053.33
918,1100,71.73,82.43,69.02,73.83
919,1100,1053.17,1108.81,1032.24,1119.93
920,1100,7128.61,7656,7001.19,7269.65
921,1100,4813.90,5252.28,5154.26,5477.99
922,1100,1408.38,1508.34,1313.66,1480.65
923,1100,2687.75,2588.91,2466.11,2633.18
924,1100,302.31,323.84,333.38,364.93
925,1100,2691.75,2756.02,2734.83,2594.70
926,1100,7730.85,8316.33,7939.53,8354.77
927,1100,1285.24,1449.82,1335.52,1514.17
928,1100,3076.88,3535.18,3043.07,3143.19
930,1100,2598.82,2835.41,2438.05,2830.85
931,1100,1393.80,1523.45,1376.05,1534.37
932,1100,1178.65,1255.08,1119.95,1283.46
933,1100,1036.96,1110.51,1157.07,1149.40
934,1100,1414.92,1448.12,1399.85,1573.68
935,1100,1737.31,1867.03,1507.96,1592.85
936,1100,1101.13,1024.71,1076.30,1058.84
937,1100,1436.74,1370.62,1388.87,1482.65
939,1100,908.16,974.03,963.99,945.87
940,1100,2194.99,2311.53,2203.89,2372.21
941,1100,2181.39,2192.01,2513.97,2672.13
943,1100,397.94,374.34,312.05,381.83
944,1100,436.48,428.62,424.1,455.41
945,1100,6733.81,6736.58,6502.92,6785.62
946,1100,826.4,771.41,724.32,851.55
947,1100,406.89,383.51,392.76,486.21
948,1100,224.49,215.52,205.57,193.55
949,1100,1803.56,1883.58,1672.32,1794.12
950,1100,2946.94,2841.06,2758.44,2780.72
951,1100,1579.61,1658.53,1501.83,1576
952,1100,1268.24,1184.47,1235.59,1394.86
953,1100,3271.71,3367.96,3096.74,3467.04
954,1100,1487.27,1612.83,1523.87,1562.15
955,1100,627.52,613.23,532.91,601.23
956,1100,5696.90,6123.09,6040.10,5941.99
957,1100,1034.06,1057.62,1087.13,1053.28
958,1100,2585.16,2598.47,2545.03,2640.40
959,1100,2733.31,2788.41,2621.50,2631.15
960,1100,958.22,1032.78,932.1,1020.93
961,1100,220.02,204.04,210.96,240.85
965,1100,0,0,3.66,12.94
800,1100,3714.22,3788.64,3801.56,4069.09
801,1100,4196.29,4034.53,4030.55,4194.84
802,1100,4266.57,4238.13,4477.47,4730.22
803,1100,1501.22,1340.24,1326.36,1622.92
804,1100,964.39,958.06,1058.86,1053.19
805,1100,2280.01,2331.80,2255.72,2430.27
806,1100,723.14,751.36,741.32,845.52
807,1100,139.5,155.94,119.73,125.51
808,1100,392.33,350.44,335.58,395.05
809,1100,2195.11,2195.45,2268.79,2355.40
810,1100,438.42,358.26,352.07,404.19
811,1100,147.85,121.5,93.92,104.75
812,1100,324.03,305.42,266.05,292.44
813,1100,240.17,247.58,253.5,266.83
814,1100,254.64,195.64,179.62,174.32
815,1100,547.03,576.3,497.59,563.93
816,1100,629.83,658.87,731.23,731.46
060,1100,3520.01,3575.42,3426.25,3702.01
061,1100,1304.74,1251.37,1228.38,1319.57
062,1100,876.76,820.6,786.24,874.27
063,1100,2837.83,2850.95,2773.54,2891.42
064,1100,4773.34,4671.42,4357.92,4692.79
065,1100,1168.49,1287.62,1178.27,1233.10
066,1100,508.56,448.96,509.47,545.87
067,1100,1508.08,1558.58,1417.25,1520.09
068,1100,4133.71,4006.79,4127.76,3971.26
069,1100,518.68,509.97,459.05,469.33
197,1100,4064.53,4788.73,4420.06,5261.87
198,1100,2503.11,3166.95,2965.14,3518.34
199,1100,2699.33,3016.47,3066.44,3282.34
200,1100,2493.46,3230.48,3393.73,3469.90
203,1100,100.85,130.4,141.4,105.24
204,1100,27.3,19.92,27.01,20.32
320,1100,3054.87,2800.64,2911.87,3075.76
321,1100,2518.56,2405.04,2434.37,2589.82
322,1100,6680.25,6344.19,6563.77,6918.57
323,1100,4029.09,3647.50,3808.62,4086.33
324,1100,2522.48,2473.88,2432.96,2448.50
325,1100,7120.64,6125.36,6636.46,6762.78
326,1100,2390.08,2301.04,2286.26,2401
327,1100,7324.48,7094.88,6844.40,7313.06
328,1100,7864,7372.22,7246.17,7042.59
329,1100,5516.72,5340.80,5027.05,5480
330,1100,12037.58,10990.07,11171.34,11998.88
331,1100,5276.13,5048.82,4749.56,5470.48
333,1100,3270.88,3482.64,3147.17,3512.12
334,1100,7290.61,7212.73,6969.24,7600.60
335,1100,3205.96,3111.21,2953.04,3248.39
336,1100,4644.15,4309.55,4479.35,4847.93
337,1100,5059.01,4841.05,5422.57,5791.47
338,1100,3775.87,3296.30,3344.56,3641.37
339,1100,4476.48,4209.48,4154.95,4443.08
341,1100,2108.09,2081.92,1894.38,1990.03
342,1100,3771.74,3719.20,3951.63,4184.34
344,1100,2004.59,1842.42,1845,1948.36
346,1100,3519.99,3067.37,3127.56,3330.40
347,1100,2741.28,2592.20,2674.50,2974.35
349,1100,2662.25,2601.70,2636.57,2793.25
300,1100,17788.60,16904.79,17262.11,18882.88
301,1100,8924.60,8217.31,8549.30,9185.64
302,1100,6209.08,5775.16,5601.31,6067.62
303,1100,7299.75,7081.24,7307.83,7752.34
304,1100,2374.69,2164.58,2106.24,2466.96
305,1100,3978.77,3479.71,3752.19,3979.30
306,1100,3419.61,3012.56,3195.16,3407.46
