ZIPCODE,DRUGCODE,Q1,Q2,Q3,Q4
350,1100,12219.50,10892.40,11669.35,12212.69
351,1100,6326.50,6157.63,6882.99,6929.76
352,1100,14468.25,13947.23,14322.39,15227.40
354,1100,8076.07,7651.49,8101.09,8288.16
355,1100,3172.48,2908.55,2996.43,3134.02
356,1100,6737.87,6789.44,6849.02,7283.29
357,1100,2292.24,2416.91,2531.11,2685.99
358,1100,3429.90,3543.76,3547.22,3636.46
359,1100,3235.29,2953.61,3083.80,3257.95
360,1100,4927.51,4569.07,5141.37,5073.50
361,1100,4679.42,4653.19,4783.91,5090.57
362,1100,1718.49,1593.09,1651.78,1723.31
363,1100,4137.71,3961.80,4128.56,4253.26
364,1100,1206.50,1034.99,1115.25,1217.01
365,1100,7148.77,7210.53,7583.15,7978.10
366,1100,5546.61,5177.75,5634.01,6003.20
367,1100,1159.04,1123.30,1175.70,1223.09
368,1100,3986.44,3840.72,3995.18,4140.44
369,1100,145.82,101.42,107.58,121.47
995,1100,3526.43,3696.71,3737.77,4031.70
996,1100,735.72,764.92,737.02,808.98
997,1100,776.62,750.52,996.7,992.82
998,1100,369.65,404.24,397.89,399.78
999,1100,102.13,86.39,118.03,117.14
967,1100,2.53,3.17,3.8,0
850,1100,10849.90,10490.69,10867.62,11152.76
851,1100,1478.24,1585.12,1533.09,1867.78
852,1100,21306.83,21475.93,21751,23017.92
853,1100,7269.80,7484.73,7142.12,7474.46
855,1100,419.85,425.88,436.51,458.35
856,1100,1187.50,1162.50,1275.60,1227.05
857,1100,8773.59,8313,8752.21,8952.33
859,1100,322.2,304.61,342.52,355.12
860,1100,1008.97,974.29,938.7,1083.95
863,1100,1149.54,1133.51,1265.90,1256.58
864,1100,892.96,667.61,723,786.01
865,1100,32.03,35.57,56.93,51.47
716,1100,2002.85,1998.99,1862.63,2124.41
717,1100,737.77,772.96,770.18,791.47
718,1100,769.54,774,796.34,935.57
719,1100,2185.95,2197.69,2356.48,2256.98
720,1100,5428.46,5244.83,5523.27,5687.30
721,1100,4525.48,4584.12,4736.02,4941.11
722,1100,5060.98,5205.63,5303.80,5358.15
723,1100,1066.84,1119.21,1095.59,1209.96
724,1100,2211.80,2342.25,2220.92,2359.02
725,1100,608.99,650.31,586.13,594.69
726,1100,1195.64,1168.58,1147.84,1321.40
727,1100,7028.33,7377.77,7599.38,8138.61
