ZIPCODE,DRUGCODE,Q1,Q2,Q3,Q4
350,1100,5368.11,5404.48,5552.47,6129.34
351,1100,3490.68,3554.29,3716.88,3999.30
352,1100,11856.82,11992.51,12197.80,10835.10
354,1100,4502.63,4552.27,4740.33,14254.06
355,1100,1401.37,1326.38,1326.40,1681.85
356,1100,3795.89,3769.19,3846.62,4018.93
357,1100,1403.74,1379.76,1365.51,1455.27
358,1100,1986.52,2124.20,2149.28,2336.77
359,1100,1775.89,1636.06,1775.60,1854.25
360,1100,1821.20,1779.51,1883.15,2063.34
361,1100,2594.60,2605.79,2815.72,2885.01
362,1100,1024.17,994.44,1005.27,1008.26
363,1100,2001.13,2001.81,1898.98,1982.35
364,1100,565.16,521.39,545.87,1456.74
365,1100,3724.03,3803.72,3882.59,11223.49
366,1100,3443.51,3443.82,3201.42,10476.42
367,1100,551.17,572.76,552.63,657.99
368,1100,2540.72,2316.99,2661.18,2864.38
369,1100,80.35,72.19,77.98,94.73
995,1100,2130.57,2183.14,2129.53,2156.44
996,1100,498.43,519.19,464.66,526.41
997,1100,465.16,465.67,491.33,586.96
998,1100,235.72,236.61,252.75,238.21
999,1100,80.02,91.2,62.83,62.33
967,1100,0,0,0,1.23
850,1100,15022.52,14388.82,14418.87,13493.99
852,1100,19023.81,19202.44,19011.40,19997.46
853,1100,4281.47,4319.66,4110.91,4461.73
855,1100,235.9,226.08,197.55,236.58
856,1100,785.69,815.25,775.82,830.75
857,1100,5969.57,6280.56,5853.33,6420.95
859,1100,174.78,151.29,189.98,203.36
860,1100,594.37,524.66,514.76,577.37
863,1100,670.95,755.93,672.34,751.65
864,1100,490.37,532.16,513.05,609.55
865,1100,16.82,17.9,18.72,15.14
716,1100,1144.96,1080.33,1048.13,1112.08
717,1100,261.93,275.19,304.74,361.95
718,1100,544.77,578.99,469.4,517.56
719,1100,1034.48,1019.44,1049.27,1009.14
720,1100,2876.33,2764.56,2951.63,3085.26
721,1100,2653.47,2316.02,2488.41,2603.78
722,1100,3100.06,3268.32,3202.56,3065.06
723,1100,1001.78,957.79,952.78,995.15
724,1100,1815.14,1613.16,1610.99,1762.55
725,1100,397.09,348.65,395.76,432.45
726,1100,838.84,838.12,766.01,789.36
727,1100,4390.07,4118.02,4257.25,4653.70
728,1100,571.32,558.8,619.63,620.54
729,1100,1214.46,1137.73,1046.12,1227.41
900,1100,6401.48,6892.04,6950.84,7469.87
902,1100,4676.66,4670.75,4677.89,4920.05
903,1100,164.24,176.85,138.86,172.34
904,1100,1195.01,1302,1366.30,1463.93
905,1100,1021.09,883.91,984.86,1027.29
906,1100,1273.79,1277.64,1171.39,1223.39
907,1100,1592.06,1603.74,1445.71,1569.75
908,1100,1281.71,1278.51,1227.58,1227.86
910,1100,931.99,1053.80,971.42,998.86
911,1100,916.16,1065.10,1005.13,1138.70
912,1100,323.51,365.73,375.3,355.76
913,1100,7353.71,7500.51,7027.60,7719.49
914,1100,1414.39,1534.36,1509.52,1697.23
915,1100,599.91,694.66,649.08,705.84
916,1100,377.11,465.61,498.63,529.09
917,1100,3399.96,3327.44,3050.30,3441.73
918,1100,116.68,92.02,92.62,102.88
919,1100,1123.59,1036.08,1033.96,1089.41
920,1100,7983.31,7593.55,7711.02,7744.68
921,1100,6132.71,6362.68,5993.11,6688.47
922,1100,1460.24,1542.49,1511.50,1654.25
923,1100,2650.52,2714.36,2401.10,2786.26
924,1100,338.26,292.54,333.25,363.2
925,1100,2813.21,2822.26,2756.27,2835.38
926,1100,8830.50,9437.98,8963.79,9626.82
927,1100,1535.17,1605.51,1672.11,1629.45
928,1100,3265.16,3471.93,3294.37,3651.23
930,1100,2733.22,2770.88,2664.82,2905.92
931,1100,1796.94,1760.94,1628.15,1728.80
932,1100,1333.78,1323.08,1282.87,1289.42
933,1100,1145.18,1081.42,1035.90,1201.86
934,1100,1587.59,1553.34,1578.34,1728.02
935,1100,1797.37,1752.76,1655.02,1785.54
936,1100,1112.95,1106.61,1032.30,1089.44
937,1100,1549.88,1531.21,1546.58,1567.65
939,1100,927.77,1001.99,943.74,1025.91
940,1100,2421.86,2505.13,2358.51,2672.10
941,1100,2761.68,3033.96,3165.72,3334.25
943,1100,356.52,448.57,357.89,418.19
944,1100,501.03,531.4,556.16,486.71
945,1100,7332.51,7195.88,7238.28,7585.82
946,1100,891.66,974.79,920.61,1044.86
947,1100,487.55,526.8,517.73,577.85
948,1100,249.38,231.35,229.83,198.71
949,1100,1895.07,2012.93,2036.56,2191.47
950,1100,3143.35,3014.68,3167.74,3335.43
951,1100,1780.10,1693.47,1795.16,1814.66
952,1100,1325.53,1354.50,1234.21,1252.26
953,1100,3445.95,3496.56,3522.78,3650.71
954,1100,1796.92,1752.93,1802.92,1931.75
955,1100,575.74,619.59,643.13,668.51
956,1100,6461.59,6397.38,6426.27,6551.05
957,1100,1121.87,1134.29,1124.36,1114.10
958,1100,2852.53,2962.46,2924.21,3093.18
959,1100,2797.77,2843.26,2754.17,2963.11
960,1100,1018.11,1008.28,931.15,1051.02
961,1100,234.59,229.39,279.6,258.59
965,1100,6.22,2.52,1.87,8.15
800,1100,4533.20,4391.17,4387.24,4509.95
801,1100,4407.89,4383.45,4521.92,4562.51
802,1100,4879.51,5038.72,5004.80,5243.60
803,1100,1489.24,1485.66,1467.06,1647.80
804,1100,1171.49,1085.80,1139.77,1058.36
805,1100,2459.93,2558.19,2494.19,2529.27
806,1100,816.01,773.91,724.77,747.18
807,1100,176.71,119.07,131.38,148.21
808,1100,316.68,326.37,386.06,403.07
809,1100,2300.21,2331.13,2564.12,2562.96
810,1100,419.32,416.18,429.07,439.02
811,1100,133.74,111.73,126.66,133.46
812,1100,311.88,264.14,294.66,275.27
813,1100,297.3,263.6,272.95,313.17
814,1100,169.45,199.02,202.99,216.63
815,1100,553.38,569.53,545.73,664.37
816,1100,839.6,799.69,767.88,818.87
060,1100,3807.09,4484.01,3744.97,3919.05
061,1100,1392.56,1624.96,1318.07,1388.29
062,1100,847.8,933.65,776.99,875.45
063,1100,2953.78,3176.90,2815.49,2762.36
064,1100,4724.92,5477.58,4886.79,5121.11
065,1100,1420.69,1443.44,1329.55,1428.52
066,1100,638.31,733.86,601.71,732.54
067,1100,1684.82,1728.96,1570.78,1737.05
068,1100,4447.91,4992.82,4403.67,4476.65
069,1100,543.18,615,645.04,575.24
197,1100,4997.50,4957.39,4046.53,4039.90
198,1100,3571.65,3603.15,2996.38,2886.54
199,1100,3307.07,3400.05,3311.75,3007.12
200,1100,3759.97,4366.62,3734.59,4124.20
203,1100,127.7,148.47,160.62,188.6
204,1100,28.19,47.14,61.82,76.06
320,1100,3110.84,2971.98,2693.95,5210.59
321,1100,2570.72,2471.11,2356.85,4975.65
322,1100,6966.60,6867.67,6474.50,10319.87
323,1100,4222.45,4099.79,4086.94,11165.35
324,1100,2755.57,2533.19,2605.96,4930.79
325,1100,7124.57,6947.50,6555.83,15311.26
326,1100,2585.15,2341.24,2379.03,4817.44
327,1100,7764.81,7261.22,7027.18,14203.18
328,1100,6985.34,6848.24,6543.23,10223.25
329,1100,5601.18,5520.15,5037.36,9448.90
330,1100,14329.71,12599.81,12591.41,22554.20
331,1100,5346.11,5230.22,5073.52,10646.65
333,1100,3593.44,3610,3494.16,5288.98
334,1100,7951.89,7940.91,7449.30,12210.05
335,1100,3407.87,3387.39,3163.31,6335.25
