ZIPCODE,DRUGCODE,Q1,Q2,Q3,Q4
350,1100,14700.94,15424.43,15642.51,16392.74
351,1100,7790.30,8001.65,8066.53,8262.63
352,1100,17178.88,17787.86,17833.62,18504.39
354,1100,8797,8725.47,8885.54,8874.58
355,1100,3554.27,3636.44,3591.81,3559.86
356,1100,8440.83,8972.66,9143.60,9432.65
357,1100,2962.67,3309.74,3291.48,3409.49
358,1100,4312.82,4376.71,4626.70,4663.78
359,1100,3878.23,4030.42,4217.34,4336.83
360,1100,6297.79,6491.53,6441.25,6628.04
361,1100,5179.32,5686.60,5583.12,5463.17
362,1100,2196.74,2171.91,2280.85,2293.45
363,1100,5432.98,5170.91,5206.69,4539.43
364,1100,1302.04,1238.21,1183.66,1269.22
365,1100,10065.55,10458.39,10630.09,10821.61
366,1100,7895.26,7823.17,8343.23,8355.46
367,1100,1382.52,1345.22,1427.77,1411.37
368,1100,5129.14,5389.84,5406.54,5689.48
369,1100,104.55,115.23,127.03,123.3
995,1100,4178.81,4376.94,4594.15,4324.29
996,1100,977.81,1029.65,1095.31,1147.66
997,1100,1206.10,1261.47,1189.75,1189.32
998,1100,404.67,425.24,411.41,400.98
999,1100,109.21,127.37,143.43,135.86
967,1100,1.58,1.27,0,1.9
850,1100,14091.67,14266.26,14256.52,14900.43
851,1100,2495.53,2369.04,2475.46,2536.42
852,1100,26814.57,26878.32,28256.03,29905.52
853,1100,9384.76,9102.31,9222.23,9837.88
855,1100,472.13,394.86,405.56,414.43
856,1100,1448.77,1412.21,1447.66,1596.18
857,1100,10048.71,9815.29,9865.49,10074.61
859,1100,398.98,389.05,391.14,391.4
860,1100,1279.57,1247.30,1316.99,1338.54
863,1100,1258.60,1286.63,1279.45,1375.12
864,1100,880.92,854.95,850.89,957.66
865,1100,36.3,39.99,39.73,39.28
716,1100,2376.97,2434.35,2384.53,2538.30
717,1100,810.26,779.54,776.93,913.01
718,1100,880.94,793.86,778.59,858.79
719,1100,3336.20,3109.33,3433.47,3377.45
720,1100,6191.90,6354.96,6741.61,6883.03
721,1100,5530.42,5618.69,5783.73,5790.84
722,1100,6295.14,6390.98,6611.96,6589.74
723,1100,1272.08,1233.07,1342.47,1358.94
724,1100,2571.73,2534.36,2571.93,2528.37
725,1100,659.88,679.19,713.28,746.64
726,1100,1407.11,1447.45,1439.29,1540.32
727,1100,9985.01,10439.28,10421.18,11024.16
728,1100,895.94,842.62,916.68,924.42
729,1100,1595.90,1633.43,1698.37,1786.14
900,1100,17487.30,18679.85,18367.97,19729.96
902,1100,10837.03,11116.97,11198.20,11972.52
903,1100,219.17,242.91,283.64,259.54
904,1100,3932.65,4067.14,4113.26,3935.60
905,1100,1372.87,1520.48,1704.60,1566.58
906,1100,2120.87,2119.04,2115.36,2317.88
907,1100,2896.95,3002.24,2876.33,2979.91
908,1100,2529.20,2683.52,2860.56,2715.85
910,1100,1552.88,1655.05,1660.80,1643.88
911,1100,2093.11,2251.06,2333.58,2375.73
912,1100,1271.01,1284.15,1361.60,1352.11
913,1100,12575.34,13188.90,13392.42,13781.27
914,1100,3612.60,3788.50,3851.57,3829.95
915,1100,1490.97,1600.35,1540.46,1595.69
916,1100,1435.33,1711.77,1714.11,1814.86
917,1100,6051.04,6123.74,5933.37,6396.30
918,1100,224.56,266.23,256.69,330.1
919,1100,2420.33,2428.09,2362.91,2575.34
920,1100,23793.25,25593.44,25974.19,25456.64
921,1100,15068.74,16270.08,16284.94,16281.84
922,1100,2999.67,3111.72,2835.58,3139.61
923,1100,3845.31,3945.76,3871.42,3899.54
924,1100,379.1,404.07,338.29,351.17
925,1100,5597.18,5671.88,5499.45,5796.07
926,1100,18129.99,19451.58,19770.84,20658.47
927,1100,4391.99,4462,4554.04,4698.31
928,1100,7364.07,7451.43,7271.59,7657.84
930,1100,5218.21,5370.66,5128.08,5440.79
931,1100,3219.59,3348.75,3083.32,3128.09
932,1100,1640.28,1606.45,1751.04,1572.89
933,1100,1895.14,1879.33,1773.48,1786.80
934,1100,2981.01,3389.82,3055.71,3239.32
935,1100,2222.75,1988.53,2018.45,2118.78
936,1100,1839.84,1927.82,2038.88,2133.89
937,1100,2526.22,2640.02,2637.98,2894.72
939,1100,1508.98,1678.69,1710.57,1743.08
940,1100,5197.78,5224.73,5227.97,5749.33
941,1100,9724.22,10483.53,10657.28,11140.70
943,1100,881.53,954.73,957.03,976.67
944,1100,1061.08,1152.47,1098.29,1135.58
945,1100,14305.15,14813.59,14287.73,15431.46
946,1100,2835.94,2908.05,2877.56,3324.27
947,1100,1238.58,1242.42,1242.51,1375.51
948,1100,510.19,544.54,626.64,597.93
949,1100,4231.02,4510.52,4474.85,4399.50
950,1100,6415.89,6775.63,6623.54,6888.22
951,1100,3361.52,3573.83,3522.93,3884.41
952,1100,1884.33,1901.13,1885.87,2003.26
953,1100,4904.91,4855.35,4856.74,5040.87
954,1100,3404.59,3435.91,3386.75,3583.85
955,1100,873.34,887.9,857.51,804.87
956,1100,10134.90,10521.53,9943.43,10423.07
957,1100,1924.91,1992.71,2028.77,2346.77
958,1100,4577.27,4574.82,4588.99,4734.43
959,1100,4213.61,4354.09,4216.49,4486.42
960,1100,1380.24,1552.21,1324.38,1486.18
961,1100,526.92,525.16,539.43,502.44
800,1100,10227.18,10611.52,10822.04,11057.67
801,1100,11383.75,11692.39,12102.16,12547.19
802,1100,15331.55,16264.21,16844.39,17490.32
803,1100,3203.26,3325.67,3125.47,3446.33
804,1100,2555.39,2441.89,2577.99,2757.53
805,1100,6281.79,6215.13,6371.37,6803.27
806,1100,1954.31,1983.37,2095.73,2161.77
807,1100,256.04,250.38,245.04,242.04
808,1100,996.51,999.99,1006.30,1037.82
809,1100,6261.35,6572.85,7289.72,6301.81
810,1100,1148.22,1232.45,1167.07,1133.63
811,1100,182.01,196.87,230.52,227.57
812,1100,455.04,475.6,545.58,525.07
813,1100,610.3,615.93,710.73,674.2
814,1100,441.03,399.8,457.13,438.37
815,1100,1304.23,1315.96,1458.95,1420.75
816,1100,1851.71,1800.14,1984.71,2020.38
060,1100,7550.59,8089.53,8006.10,8562.74
061,1100,2798.66,2867.61,2972.19,3199.21
062,1100,1855.86,1803.67,1852.02,2080.66
063,1100,3952.26,4250.34,4543.44,4337.66
064,1100,10527.50,11404.83,11359.10,11591.71
065,1100,3322.69,3585.20,3525.70,3827.43
066,1100,1232.54,1226.56,1284.08,1347.30
067,1100,2786.38,2857.08,3008.28,3088.64
068,1100,8488.29,8832.70,9155.18,9361.78
069,1100,1459.29,1476.90,1433.28,1539.14
197,1100,8437.16,8681.94,8799.03,9304.56
198,1100,6228.96,6364.89,6521.79,7119.40
199,1100,4945.66,5195.13,5245.73,5294.81
200,1100,9249.47,9967.91,9981.23,9907.41
203,1100,82.11,64.67,75.74,90.48
204,1100,221.76,237.32,249.73,234.72
205,1100,0.63,0,0,0
320,1100,6856.63,7416.81,7220.93,7795.89
321,1100,6181.10,6078.16,6281.70,6684.34
322,1100,16626.21,18208.25,18424.71,19558.47
323,1100,8846.84,8750.16,8580.18,9151.58
324,1100,6960.56,7169.67,7310.14,7490.50
325,1100,15986.38,16236.32,16744.93,16923.03
326,1100,4612.67,4843.68,4739.28,5328.44
327,1100,12775.67,13226.82,13176.03,14488.76
328,1100,10503.83,10835.54,10732.50,11721.53
329,1100,10009.56,10730.69,10611.09,11808.92
330,1100,12208.92,12530.07,12806.51,13555.29
331,1100,12871.66,12987.64,12998.09,14490.65
333,1100,9252.97,9688.82,9582.74,10615.45
334,1100,18599.11,18771.09,19550.78,20945.34
335,1100,7792.54,7838.98,7888.55,8607.48
336,1100,10628.71,11223.29,11627.16,11966.01
337,1100,9910.62,10490.76,10554.87,11631.78
338,1100,5551.40,5930.84,5487.07,6241.90
339,1100,8965.78,9283.08,9147.57,10146.17
341,1100,5369.84,5192.32,5014.69,5594.01
342,1100,10500.05,10389.37,10441.96,11661.18
344,1100,3031.88,3153.75,3182.58,3552.13
346,1100,6677.61,6641.09,6741.30,7627.83
347,1100,6281.20,6348.08,6345.67,7035.04
349,1100,5135.64,5251.08,5248.21,5873.49
300,1100,30876.81,32395.99,32835.88,34788.81
301,1100,17154.84,17942.34,18789.38,19879.85
302,1100,11048.81,11475.13,11444.87,12163.98
303,1100,17735.66,18961.15,19407.88,20166.98
304,1100,5442.44,5540.06,5967.53,6183.92
305,1100,8928.93,9523.82,9741,10477.86
306,1100,6467.75,6575.61,6644.83,7070.69
307,1100,5278.73,5545.62,5713.87,5968.35
308,1100,2801.67,2697.09,2983.31,3026.96
309,1100,5195.20,4993.76,5029.10,5387.48
310,1100,5605.09,5711.16,5880.18,6264.61
312,1100,2475.81,2369.39,2411.40,2662
313,1100,4341.95,4866.79,5487.59,5189.46
314,1100,5013.04,5063.06,5156.04,5536.58
315,1100,5738.06,5721.36,6336.07,6351.68
316,1100,2922.63,2714.64,2751.06,3101.17
317,1100,5355.85,5364.07,5521.16,5978.61
318,1100,504.95,507.31,496.63,522.95
319,1100,5847.41,5887.61,6394.48,6459.86
398,1100,1352.30,1232.22,1396.07,1376.68
969,1100,369.12,403.29,485.45,337.12
967,1100,3713.41,3779.95,3940.37,4244.35
968,1100,3986.28,4258.62,4627.06,4031.34
832,1100,1520.75,1581.74,1661.69,1752.08
833,1100,1613.73,1579.58,1523.83,1612.15
834,1100,3650.42,3583.49,3530.44,3908.85
835,1100,306.19,306.49,272.94,373.39
836,1100,5382.64,5731.17,5712.05,5884.75
837,1100,6182.58,6183.99,6203.53,6447.99
838,1100,1672.30,1632.11,1679.85,1765.58
600,1100,26158.28,27514.69,27731.68,29612.98
601,1100,17273.54,18328.36,17988.02,19725.10
602,1100,1193.47,1307.29,1272.58,1454.60
603,1100,1064.93,1039.61,1109.91,1100.98
604,1100,14256.34,14780.04,15207.60,16348.16
605,1100,13930.55,14308.47,14242.94,15308.29
606,1100,29102.37,30672.17,31027.64,32993.09
607,1100,1696.91,1870.39,1788.30,1939.83
608,1100,417.5,453.71,427.91,520.65
609,1100,1690.95,1637.58,1716.15,1782.25
610,1100,2960.91,3144.94,3037.33,3208.89
611,1100,3024.02,3226.29,3234.91,3470.84
612,1100,2647.38,2775.65,2839.68,3110.36
613,1100,1921.36,1990.09,2038.86,2203.05
614,1100,1595.93,1621.57,1627.22,1756.92
615,1100,2687.53,2816.12,2890.60,3097.34
616,1100,3327.14,3462.74,3556.93,3888.05
617,1100,3084.09,3090.82,3218.56,3375
618,1100,3412.08,3519.41,3235.99,3604.58
619,1100,1289.55,1145.86,1196.24,1258.62
620,1100,2996.67,3226.46,3150.54,3409.51
622,1100,4803.06,4622.64,4884.70,5167.16
623,1100,1605.78,1691.56,1679.73,1876.28
624,1100,1083.44,1104.44,1032.57,1167.09
625,1100,1604.45,1627.48,1601.05,1753.52
626,1100,1436.71,1413.51,1412.25,1564.15
627,1100,2121.86,2074.28,2131.09,2183.48
628,1100,2057.42,2085.11,2227.41,2244.07
629,1100,3357.71,3386.86,3466.86,3792.02
460,1100,11502.02,12430.39,12771.90,13104.06
461,1100,6658.93,6933.89,7118.07,7352.25
462,1100,13914.50,14531.71,14620.71,15012.88
463,1100,9077.08,9805.29,10129.21,10793.53
464,1100,911.63,978.05,933.35,1085.83
465,1100,14728.93,15173.96,15563.90,16196.39
466,1100,3811.46,4054.23,4059.24,4272.23
467,1100,3001.83,3045.61,3276.08,3467.48
468,1100,4716.82,4960.98,5205.42,5425.91
469,1100,4734.08,5219.81,4841.73,4626.92
470,1100,1237.79,1342.74,1340.69,1449.73
471,1100,4681.48,4749.64,5099.23,6211.45
472,1100,1845.40,1942.97,1998.06,2004.12
473,1100,4523.81,4480.91,4625.64,4926.53
474,1100,3710.51,3701.56,3779.23,4054.28
475,1100,1987.28,2071.57,2095.66,2206.98
476,1100,2405.78,2560.96,2625.66,2689.75
477,1100,5216.06,5274.14,5289.80,5435.19
478,1100,1968.12,1974.01,2061.63,2060.03
479,1100,5751.20,6110.37,6242.85,6402.76
500,1100,3073.18,3108.77,3262.10,3561.73
501,1100,1542.14,1577.97,1560.96,1581.98
502,1100,2519.36,2617.79,2597.91,2803.14
503,1100,4521.18,4774.61,4821.21,5159.60
504,1100,766.14,804.15,739.22,836.25
505,1100,1238.11,1083.95,1182.35,1188.14
506,1100,1495.86,1419.55,1433.75,1496.82
507,1100,958.41,1050.78,1000.19,1087.58
508,1100,176.58,181.73,184.7,170.7
510,1100,871.11,882.86,946.63,893.02
511,1100,2381.30,2447.41,2519.02,2511.11
512,1100,397.89,380.38,419.54,404.78
513,1100,674.7,712.15,733.35,690.31
514,1100,358.84,360.65,333.82,391.08
515,1100,1733.41,1732.06,1702.46,1773.37
516,1100,168.85,157.5,158.81,159.64
520,1100,2544.59,2583.95,2605.54,2779.13
521,1100,459.55,434.39,400.78,473.62
522,1100,4442.06,4384.72,4470.18,4694.78
523,1100,1830.82,1893.60,1923.65,2164.07
524,1100,3348.48,3453.52,3556.13,3651.29
525,1100,893.43,891.64,908.27,906.35
526,1100,1399.12,1426,1411.22,1463.59
527,1100,2966.43,3044.66,3074.33,3253.54
528,1100,2213.03,2245.20,2249.87,2349.65
660,1100,11608.76,12005.47,12109.11,12733.51
661,1100,1421.42,1496.44,1479.35,1515.74
662,1100,15330.60,15964.25,16235.41,17090.53
664,1100,1176.70,1033.16,1328.90,871.58
665,1100,1359.04,1339.19,1341.07,1439.75
666,1100,4185.91,4348.37,4474.95,4704.91
667,1100,1529.77,1584.81,1642.27,1773.47
668,1100,541.45,585.31,574.45,620.24
669,1100,130,106.58,125.11,107.38
670,1100,2064.01,2149.49,2082.93,2139.03
671,1100,809.6,771.04,777.84,817
672,1100,6316.33,6554.34,6639.30,6852.24
673,1100,785.53,764.19,732.74,760.45
674,1100,1068.38,1126.52,1128.61,1164.03
675,1100,837.22,915.28,956.3,959.56
676,1100,540.45,573.98,565.87,625.8
677,1100,299,286.55,305.19,308.76
678,1100,467.63,524.7,536.2,615.26
679,1100,166.95,149.93,175.98,201.36
400,1100,3099.47,3352.27,3244.83,3592.72
401,1100,1129.06,1344.07,1627.83,1185.06
402,1100,13687.09,14431.91,14488.08,15047.47
403,1100,3203.26,3208.36,3265.39,3407.97
404,1100,1310.08,1372.53,1301.32,1389.12
405,1100,5147.75,5624.61,5670.27,5836.20
406,1100,532.04,628.72,601.32,616.12
407,1100,410.02,362.37,401.72,469.66
408,1100,97.63,111.37,136.81,180.44
409,1100,151.52,144.32,134.12,184.32
410,1100,7762.78,8067.53,8217.20,8661.77
411,1100,1183.19,1198.74,1223.18,1355.86
412,1100,314.82,342.18,333.24,357.1
413,1100,153.73,134.94,133.74,140.36
414,1100,131.98,145.36,148.6,124.97
415,1100,399.91,415.28,370.59,398.73
416,1100,230.88,239.13,236.08,279.9
417,1100,209.46,216.71,195.74,268.95
418,1100,50.7,58.99,69.63,119.07
420,1100,3684.57,3553.39,3672.97,3995.99
421,1100,2522.82,2619.46,2613.34,2652.69
422,1100,1926.45,1865.09,2308.10,1950.96
423,1100,2647,2755.56,2984.66,3243.18
424,1100,3083.19,3115.49,3325.97,3307.24
425,1100,316.76,395.31,403.05,444.16
426,1100,258.37,237.54,227.1,228.24
427,1100,2216.09,2237.70,2176.94,2322.77
700,1100,15602.71,16408.93,17050.29,17654.67
701,1100,7156.13,7716.25,7915.91,8465.74
703,1100,5313.64,5153.04,5514.23,5594.33
704,1100,15336.91,15400.89,15600,16640.12
705,1100,27223.34,27406.14,27587.77,28800.84
