county, year, labforce, employed
47141,2002,32793,31034
47143,2002,13057,12312
47145,2002,25754,24372
47147,2002,30635,29128
47149,2002,108226,103794
47151,2002,8646,7730
47153,2002,5517,5245
47155,2002,41529,39098
47157,2002,440141,417056
47159,2002,8956,8506
47161,2002,5824,5453
47163,2002,74132,70323
47165,2002,72648,69388
47167,2002,26076,24647
47169,2002,3571,3390
47171,2002,8265,7705
47173,2002,8695,8292
47175,2002,2552,2377
47177,2002,19613,18345
47179,2002,56485,53481
47181,2002,6853,6252
47183,2002,17218,16156
47185,2002,10655,9956
47187,2002,73732,71214
47189,2002,51549,49364
48001,2002,20036,18533
48003,2002,5864,5542
48005,2002,39305,36729
48007,2002,10242,9523
48009,2002,5123,4918
48011,2002,1083,1034
48013,2002,18371,17273
48015,2002,12397,11744
48017,2002,3362,3179
48019,2002,9295,8822
48021,2002,31618,29625
48023,2002,1869,1755
48025,2002,11444,10625
48027,2002,107065,100809
48029,2002,688385,648499
48031,2002,4507,4290
48033,2002,438,421
48035,2002,8050,7543
48037,2002,41530,39016
48039,2002,126398,118357
48041,2002,82544,78955
48043,2002,4843,4610
48045,2002,853,810
48047,2002,3199,2955
48049,2002,18196,17129
48051,2002,8196,7766
48053,2002,19172,18148
48055,2002,15619,14567
48057,2002,9300,8588
48059,2002,6507,6182
48061,2002,138349,125902
48063,2002,5514,5148
48065,2002,3471,3312
48067,2002,13742,12633
48069,2002,3691,3514
48071,2002,13484,12781
48073,2002,21010,19787
48075,2002,3158,2973
48077,2002,6337,6042
48079,2002,1573,1464
48081,2002,1605,1516
48083,2002,4351,4064
48085,2002,331175,311011
48087,2002,1658,1587
48089,2002,10038,9532
48091,2002,43962,41461
48093,2002,6926,6608
48095,2002,1393,1309
48097,2002,18283,17220
48099,2002,24480,22791
48101,2002,936,887
48103,2002,1573,1457
48105,2002,2110,2016
48107,2002,2955,2792
48109,2002,1607,1511
48111,2002,3325,3201
48113,2002,1181082,1093896
48115,2002,5425,5041
48117,2002,8025,7553
48119,2002,2479,2322
48121,2002,285634,271418
48123,2002,9268,8736
48125,2002,1157,1094
48127,2002,4028,3657
48129,2002,1929,1834
48131,2002,5073,4606
48133,2002,8736,8218
48135,2002,59540,55636
48137,2002,1073,1018
48139,2002,61738,58172
48141,2002,283402,260275
48143,2002,17124,16328
48145,2002,7355,6905
48147,2002,14024,12929
48149,2002,12085,11547
48151,2002,2137,2018
48153,2002,3476,3247
48155,2002,769,726
48157,2002,205912,195257
48159,2002,4961,4723
48161,2002,9191,8663
48163,2002,6297,5810
48165,2002,6425,6113
48167,2002,133025,124370
48169,2002,2215,2096
48171,2002,11255,10795
48173,2002,691,665
48175,2002,3340,3166
48177,2002,9520,9048
48179,2002,10149,9530
48181,2002,56497,52744
48183,2002,56805,52820
48185,2002,9971,9207
48187,2002,48040,45513
48189,2002,16914,15960
48191,2002,1688,1584
48193,2002,4309,4120
48195,2002,2759,2660
48197,2002,2383,2253
48199,2002,24035,22278
48201,2002,1790572,1680755
48203,2002,29994,28004
48205,2002,2325,2239
48207,2002,2939,2787
48209,2002,61060,57727
48211,2002,2122,2054
48213,2002,33746,31790
48215,2002,231099,206937
48217,2002,15364,14335
48219,2002,11104,10539
48221,2002,21741,20485
48223,2002,16604,15709
48225,2002,9289,8678
48227,2002,14235,13336
48229,2002,1291,1192
48231,2002,38691,36270
48233,2002,11093,10362
48235,2002,958,924
48237,2002,4096,3899
48239,2002,6724,6326
48241,2002,15899,14418
48243,2002,1276,1218
48245,2002,112675,103864
48247,2002,2370,2222
48249,2002,18034,16747
48251,2002,68760,64616
48253,2002,7845,7355
48255,2002,5455,5076
48257,2002,39580,36645
48259,2002,12856,12226
48261,2002,215,205
48263,2002,440,422
48265,2002,19957,18931
48267,2002,2226,2134
48269,2002,247,240
48271,2002,1341,1234
48273,2002,14518,13603
48275,2002,1864,1769
48277,2002,23468,21846
48279,2002,7167,6775
48281,2002,9319,8837
48283,2002,2257,2067
48285,2002,9480,9084
48287,2002,8523,8095
48289,2002,7321,6821
48291,2002,31719,29117
48293,2002,10132,9559
48295,2002,1480,1417
48297,2002,4946,4680
48299,2002,7728,7284
48301,2002,48,45
48303,2002,132892,127084
48305,2002,3020,2871
48307,2002,3637,3434
48309,2002,106240,100218
48311,2002,434,415
48313,2002,5001,4703
48315,2002,4714,4365
48317,2002,2220,2116
48319,2002,2237,2158
48321,2002,17118,15546
48323,2002,17294,13909
48325,2002,18599,17615
48327,2002,1134,1077
48329,2002,61211,58259
48331,2002,11885,11160
48333,2002,2520,2410
48335,2002,3430,3178
48337,2002,9166,8620
48339,2002,168171,159597
48341,2002,10199,9785
48343,2002,5996,5424
48345,2002,683,655
48347,2002,30134,28474
48349,2002,21879,20382
48351,2002,6058,5348
48353,2002,7384,6978
48355,2002,151976,142724
48357,2002,4712,4525
48359,2002,1182,1135
48361,2002,40921,37417
48363,2002,13195,12393
48365,2002,10848,10110
48367,2002,47674,45164
48369,2002,4652,4463
48371,2002,7172,6716
48373,2002,16544,15253
48375,2002,54822,51334
48377,2002,3419,2881
48379,2002,4484,4185
48381,2002,61981,60125
48383,2002,1607,1539
48385,2002,1335,1246
48387,2002,6448,5935
48389,2002,5050,4340
48391,2002,3677,3488
48393,2002,523,506
48395,2002,7241,6832
48397,2002,27265,25726
48399,2002,5178,4926
48401,2002,21384,19981
48403,2002,3758,3276
48405,2002,3826,3553
48407,2002,9726,9110
48409,2002,28216,26298
48411,2002,2764,2629
48413,2002,1430,1362
48415,2002,7037,6599
48417,2002,1868,1792
48419,2002,11980,11161
48421,2002,1709,1651
48423,2002,89929,84889
48425,2002,3641,3435
48427,2002,19937,16620
48429,2002,4341,4061
48431,2002,840,808
48433,2002,848,812
48435,2002,2382,2291
48437,2002,3917,3730
48439,2002,815484,766183
48441,2002,63354,60223
48443,2002,494,465
48445,2002,5583,5257
48447,2002,1000,958
48449,2002,13950,13182
48451,2002,52183,49684
48453,2002,490142,460978
48455,2002,5707,5309
48457,2002,8407,7641
48459,2002,17228,16135
48461,2002,1529,1445
48463,2002,11695,10833
48465,2002,18864,17517
48467,2002,24207,22795
48469,2002,43407,40989
48471,2002,25569,24081
48473,2002,15833,14898
48475,2002,4398,4062
48477,2002,15545,14836
48479,2002,78022,72359
48481,2002,20639,19444
48483,2002,2759,2633
48485,2002,62819,59108
48487,2002,7427,7081
48489,2002,7278,6362
48491,2002,159667,150689
48493,2002,16403,15544
48495,2002,2995,2734
48497,2002,26364,24943
48499,2002,16943,15857
48501,2002,3289,3111
48503,2002,8910,8388
48505,2002,4461,4072
48507,2002,3929,3362
49001,2002,3093,2949
49003,2002,21085,19898
49005,2002,52540,50331
49007,2002,9439,8778
49009,2002,509,484
49011,2002,124888,118588
49013,2002,7013,6540
49015,2002,4793,4451
49017,2002,2593,2350
49019,2002,4799,4437
49021,2002,17734,16799
49023,2002,3691,3416
49025,2002,2982,2823
49027,2002,6163,5881
49029,2002,3549,3359
49031,2002,749,702
49033,2002,1257,1206
49035,2002,495252,465786
49037,2002,4777,4367
49039,2002,10202,9533
49041,2002,8859,8354
49043,2002,19446,18173
49045,2002,22322,20907
49047,2002,12619,11857
49049,2002,186116,175244
49051,2002,8228,7708
49053,2002,44723,42371
49055,2002,1438,1346
49057,2002,103897,97432
50001,2002,20757,20015
50003,2002,20168,19227
50005,2002,15954,15165
50007,2002,86110,83091
50009,2002,3286,3105
50011,2002,25102,24042
50013,2002,3985,3790
50015,2002,13810,13230
50017,2002,16134,15531
50019,2002,13567,12739
50021,2002,34535,33128
50023,2002,33464,32054
50025,2002,24705,23874
50027,2002,31546,30437
51001,2002,19016,18222
51003,2002,44322,42928
51005,2002,8026,7600
51007,2002,5997,5765
51009,2002,15200,14365
51011,2002,6707,6324
51013,2002,121119,117495
51015,2002,35520,34269
51017,2002,2803,2679
51019,2002,34735,33115
51021,2002,3016,2856
51023,2002,17118,16491
51025,2002,6826,6389
51027,2002,8983,8344
51029,2002,6229,5988
51031,2002,26392,24876
51033,2002,11285,10799
51035,2002,14782,13802
51036,2002,3725,3530
51037,2002,5542,5127
51041,2002,147501,142446
51043,2002,7068,6853
51045,2002,2534,2431
51047,2002,17557,16890
51049,2002,4237,4081
51051,2002,5650,5206
51053,2002,12074,11590
51057,2002,5335,5098
51059,2002,552845,534079
51061,2002,31829,30844
51063,2002,6765,6467
51065,2002,11234,10872
51067,2002,25501,24169
51069,2002,34573,33371
51071,2002,8016,7531
51073,2002,18590,18000
51075,2002,9334,9019
51077,2002,8005,7364
51079,2002,8896,8581
51081,2002,4014,3828
51083,2002,16758,15035
51085,2002,50099,48448
51087,2002,148325,142853
51089,2002,28242,25380
51091,2002,1122,1078
51093,2002,15846,15292
51095,2002,25386,24546
51097,2002,3143,3004
51099,2002,8813,8536
51101,2002,7343,7075
51103,2002,5168,4836
51105,2002,9504,8958
51107,2002,116388,112030
51109,2002,13603,13007
51111,2002,5466,5159
51113,2002,6987,6686
51115,2002,4424,4247
51117,2002,14088,12646
51119,2002,4738,4581
51121,2002,41353,39695
51125,2002,7102,6843
51127,2002,7718,7437
51131,2002,5876,5576
51133,2002,5577,5243
51135,2002,6351,6071
51137,2002,13287,12688
51139,2002,12294,11535
51141,2002,9601,8790
51143,2002,32838,30524
51145,2002,12114,11732
51147,2002,8266,7779
51149,2002,14114,13568
51153,2002,166146,160457
51155,2002,17566,16452
51157,2002,3728,3601
51159,2002,3508,3308
51161,2002,47125,45587
51163,2002,11029,10644
51165,2002,37652,36334
51167,2002,12140,11369
51169,2002,9816,9292
51171,2002,19057,18460
51173,2002,15475,14223
51175,2002,7436,7124
51177,2002,53322,51777
51179,2002,53202,51592
51181,2002,3558,3397
51183,2002,4385,4130
51185,2002,20101,18936
51187,2002,17082,16400
51191,2002,25931,24351
51193,2002,7875,7500
51195,2002,16917,15915
51197,2002,14333,13432
51199,2002,28920,28027
51510,2002,83146,80282
51520,2002,7573,7195
51530,2002,3331,3179
51540,2002,19644,18879
51550,2002,103352,99526
51570,2002,8770,8389
51580,2002,3066,2874
51590,2002,21686,19811
51595,2002,2399,2276
51600,2002,12338,12066
51610,2002,6203,5992
51620,2002,3535,3364
51630,2002,10712,10127
51640,2002,3268,3005
51650,2002,65854,62648
51660,2002,20386,19632
51670,2002,10108,9481
51678,2002,2362,2230
51680,2002,30328,28540
51683,2002,19862,19002
51685,2002,6015,5848
51690,2002,6508,5688
51700,2002,85247,81335
51710,2002,98076,93011
51720,2002,1581,1503
51730,2002,14076,13021
51735,2002,5978,5813
51740,2002,43884,41552
51750,2002,7358,6972
51760,2002,96296,90760
51770,2002,47115,44769
51775,2002,13234,12724
51790,2002,11750,11296
51800,2002,33002,31575
51810,2002,213845,206207
51820,2002,9559,9104
51830,2002,4636,4298
51840,2002,13248,12722
53001,2002,8166,7418
53003,2002,10172,9458
53005,2002,79974,74913
53007,2002,35643,32523
53009,2002,26463,24143
53011,2002,185358,168119
53013,2002,1668,1496
53015,2002,42346,37775
53017,2002,17691,16338
53019,2002,2948,2632
53021,2002,24536,22408
53023,2002,1061,993
53025,2002,36076,32615
53027,2002,28968,26201
53029,2002,30155,27909
53031,2002,12356,11381
53033,2002,983366,922965
53035,2002,110392,102875
53037,2002,17902,16593
53039,2002,9501,8407
53041,2002,29495,26731
53043,2002,4594,4273
53045,2002,21634,19804
53047,2002,18649,16749
53049,2002,8649,7843
53051,2002,4660,4203
53053,2002,343525,315545
53055,2002,7559,7111
53057,2002,52144,47785
53059,2002,4718,4243
53061,2002,332439,308928
53063,2002,210686,194342
53065,2002,17399,15635
53067,2002,111009,103746
53069,2002,1547,1389
53071,2002,28118,26152
53073,2002,90836,84489
53075,2002,18992,18063
53077,2002,111441,100568
54001,2002,6792,6298
54003,2002,40631,38721
54005,2002,9796,9051
54007,2002,5917,5467
54009,2002,11494,10813
54011,2002,44051,41730
54013,2002,2909,2591
54015,2002,3674,3300
54017,2002,2917,2724
54019,2002,18452,17102
54021,2002,2950,2748
54023,2002,5390,5046
54025,2002,15122,14114
54027,2002,9110,8682
54029,2002,15119,14316
54031,2002,6974,6687
54033,2002,30788,28971
54035,2002,12253,11463
54037,2002,23249,22338
54039,2002,94366,89369
54041,2002,7363,6874
54043,2002,8155,7482
54045,2002,13299,12305
54047,2002,7018,6335
54049,2002,25596,24051
54051,2002,15397,14370
54053,2002,10547,9661
54055,2002,25512,24086
54057,2002,12928,12072
54059,2002,8725,7972
54061,2002,41728,39901
54063,2002,5842,5550
54065,2002,7116,6801
54067,2002,10741,9966
54069,2002,21439,20333
54071,2002,3791,3616
54073,2002,3337,3104
54075,2002,3996,3720
54077,2002,13651,12804
54079,2002,26113,24815
54081,2002,32381,30493
54083,2002,12717,11871
54085,2002,4548,4223
54087,2002,5697,5186
54089,2002,4792,4444
54091,2002,6942,6537
54093,2002,3264,3008
54095,2002,3790,3533
54097,2002,10692,10010
54099,2002,17532,16423
54101,2002,3276,3056
54103,2002,6812,6261
54105,2002,2543,2340
54107,2002,42016,39645
54109,2002,8757,8174
55001,2002,9197,8659
55003,2002,9265,8578
55005,2002,25464,24080
55007,2002,8021,7509
55009,2002,133858,127065
55011,2002,8227,7816
55013,2002,8190,7708
55015,2002,24840,23574
55017,2002,30982,28971
55019,2002,17897,16826
55021,2002,30848,29252
55023,2002,9296,8777
55025,2002,277232,267716
55027,2002,46599,43996
55029,2002,17217,16319
55031,2002,22815,21448
55033,2002,23252,22141
55035,2002,54007,51533
55037,2002,2739,2566
55039,2002,57002,54166
55041,2002,4948,4597
55043,2002,28151,26785
55045,2002,20117,19105
55047,2002,10903,10197
55049,2002,14044,13461
55051,2002,3361,3054
55053,2002,9887,9285
55055,2002,42605,40546
55057,2002,13057,12097
55059,2002,81472,76542
55061,2002,11814,11209
55063,2002,62409,59665
55065,2002,9333,8850
55067,2002,11267,10508
55069,2002,16242,15244
55071,2002,46286,43453
55073,2002,73381,69869
55075,2002,22868,21320
55077,2002,7804,7227
55078,2002,1725,1509
55079,2002,468210,436967
55081,2002,22555,21439
55083,2002,19987,18729
55085,2002,20422,19070
55087,2002,94587,89461
55089,2002,47522,45424
55091,2002,4010,3806
55093,2002,22724,21757
55095,2002,23507,22044
55097,2002,39640,37669
55099,2002,8445,8001
55101,2002,99437,92990
55103,2002,9896,9439
55105,2002,82531,77440
55107,2002,7937,7405
55109,2002,40631,38359
55111,2002,34171,32627
55113,2002,9200,8623
55115,2002,22572,21348
55117,2002,64264,61141
55119,2002,11209,10610
55121,2002,15816,14942
55123,2002,14859,14062
55125,2002,11736,11029
55127,2002,55579,52860
55129,2002,8132,7571
55131,2002,70495,67068
55133,2002,211632,201776
55135,2002,28291,26772
55137,2002,12414,11636
55139,2002,92228,87665
55141,2002,41067,38674
56001,2002,18358,17754
56003,2002,5164,4892
56005,2002,22090,21434
56007,2002,7789,7439
56009,2002,6271,6010
56011,2002,3074,2963
56013,2002,18147,17197
56015,2002,5943,5694
56017,2002,2525,2408
56019,2002,3575,3436
56021,2002,40826,39131
56023,2002,7488,7147
56025,2002,37441,35925
56027,2002,1150,1098
56029,2002,14284,13650
56031,2002,4122,3930
56033,2002,14897,14301
56035,2002,3880,3769
56037,2002,20176,19350
56039,2002,13791,13378
56041,2002,11086,10617
56043,2002,4158,3949
56045,2002,3311,3178
72001,2002,5226,4496
72003,2002,14574,12388
72005,2002,20841,17647
72007,2002,9164,7949
72009,2002,7834,6712
72011,2002,10245,8588
72013,2002,33347,28829
72015,2002,5319,4410
72017,2002,7230,6092
72019,2002,7505,6515
72021,2002,83557,75836
72023,2002,18111,16084
72025,2002,53701,47596
72027,2002,12751,10689
72029,2002,13873,11873
72031,2002,77334,69980
72033,2002,8603,7592
72035,2002,15810,13707
72037,2002,5782,4943
72039,2002,5187,4239
72041,2002,14483,12744
72043,2002,11642,10053
72045,2002,4994,4165
72047,2002,10113,8950
72049,2002,854,798
72051,2002,12231,11047
72053,2002,14460,12191
72054,2002,3727,3127
72055,2002,6111,4981
72057,2002,13714,11448
72059,2002,6483,5379
72061,2002,43753,40786
72063,2002,14108,12552
72065,2002,12315,10590
72067,2002,6445,5701
72069,2002,20431,17442
72071,2002,14683,12433
72073,2002,4635,4024
72075,2002,15200,13060
72077,2002,12266,10652
72079,2002,8178,6996
72081,2002,10875,9221
72083,2002,3782,3215
72085,2002,11899,10228
72087,2002,8644,7420
72089,2002,6926,5632
72091,2002,14244,12040
72093,2002,2077,1776
72095,2002,3687,2971
72097,2002,32089,27140
72099,2002,13906,11753
72101,2002,8772,7440
72103,2002,7494,6240
72105,2002,8508,7531
72107,2002,5391,4493
72109,2002,5683,4683
72111,2002,8115,6759
72113,2002,59299,51749
72115,2002,8808,7179
72117,2002,5073,4319
72119,2002,17392,15117
72121,2002,8589,7322
72123,2002,8924,7365
72125,2002,12309,10501
72127,2002,173005,158038
72129,2002,13636,11981
72131,2002,14740,12137
72133,2002,8313,7188
72135,2002,25633,23467
72137,2002,35388,32132
72139,2002,32320,29716
72141,2002,9713,8152
72143,2002,12075,10711
72145,2002,20219,17614
72147,2002,2625,2159
72149,2002,8100,6820
72151,2002,11187,8961
72153,2002,15116,13006
01001,2003,22604,21462
01003,2003,72299,68702
01005,2003,10977,10196
01007,2003,8836,8309
01009,2003,25900,24702
01011,2003,3979,3540
01013,2003,9183,8386
01015,2003,52817,49673
01017,2003,16829,15745
01019,2003,11929,11342
01021,2003,19478,18499
01023,2003,5651,5085
01025,2003,10769,9839
01027,2003,5923,5492
01029,2003,6672,6267
01031,2003,19932,18834
01033,2003,24562,22720
01035,2003,5149,4707
01037,2003,5056,4641
01039,2003,17322,16110
01041,2003,5920,5517
01043,2003,38276,36045
01045,2003,20546,19457
01047,2003,16783,14878
01049,2003,32218,30363
01051,2003,32603,30929
01053,2003,14644,13379
01055,2003,46388,43351
01057,2003,8048,7490
01059,2003,13561,12265
01061,2003,11722,11065
01063,2003,3504,3205
01065,2003,7086,6485
01067,2003,7494,7059
01069,2003,45185,42984
01071,2003,27187,25272
01073,2003,321042,303282
01075,2003,6691,6104
01077,2003,41196,38184
01079,2003,15788,14728
01081,2003,60597,57747
01083,2003,33924,32046
01085,2003,5021,4557
01087,2003,8522,7924
01089,2003,154255,146915
01091,2003,8999,8431
01093,2003,13071,12130
01095,2003,40587,38316
01097,2003,180242,167696
01099,2003,9417,8627
01101,2003,104505,98402
01103,2003,55227,51605
01105,2003,3843,3432
01107,2003,8138,7475
01109,2003,14397,13556
01111,2003,9791,9061
01113,2003,21870,20224
01115,2003,32291,30607
01117,2003,88275,85144
01119,2003,5110,4594
01121,2003,38205,35246
01123,2003,18456,17174
01125,2003,82091,78055
01127,2003,30327,28360
01129,2003,7103,6362
01131,2003,3818,3345
01133,2003,10407,9418
02013,2003,1010,911
02016,2003,2931,2743
02020,2003,145428,136227
02050,2003,7059,6192
02060,2003,971,910
02068,2003,1408,1283
02070,2003,1923,1708
02090,2003,42599,39603
02100,2003,1360,1200
02110,2003,18058,17005
02122,2003,25039,22476
02130,2003,7789,7156
02150,2003,5961,5377
02158,2003,2656,2176
02164,2003,942,865
02170,2003,32820,29928
02180,2003,3913,3486
02185,2003,3701,3318
02188,2003,2979,2584
02201,2003,2451,2092
02220,2003,4664,4373
02232,2003,1876,1651
02240,2003,2506,2180
02261,2003,5375,4829
02280,2003,3011,2642
02282,2003,302,268
02290,2003,2941,2542
04001,2003,20638,18198
04003,2003,54049,50985
04005,2003,65739,61985
04007,2003,21039,19511
04009,2003,12170,11320
04011,2003,3531,3285
04012,2003,7451,6925
04013,2003,1749197,1658323
04015,2003,82110,78073
04017,2003,38252,34962
04019,2003,429349,406481
04021,2003,78892,73375
04023,2003,15707,14208
04025,2003,85008,80664
04027,2003,72869,60560
05001,2003,10716,10120
05003,2003,9989,9040
05005,2003,15939,14871
05007,2003,87883,84706
05009,2003,16050,15113
05011,2003,5488,5089
05013,2003,2537,2336
05015,2003,13223,12581
05017,2003,5174,4626
05019,2003,11145,10428
05021,2003,7491,6882
05023,2003,10900,10278
05025,2003,3969,3721
05027,2003,10697,9970
05029,2003,9596,8993
05031,2003,42858,40458
05033,2003,25250,23893
05035,2003,21317,19869
05037,2003,8681,8030
05039,2003,3821,3516
05041,2003,6162,5607
05043,2003,8514,7837
05045,2003,47763,45147
05047,2003,7971,7581
05049,2003,4966,4654
05051,2003,39209,36682
05053,2003,8096,7641
05055,2003,17113,15956
05057,2003,11068,10473
05059,2003,14214,13260
05061,2003,6528,6132
05063,2003,17007,15905
05065,2003,5206,4794
05067,2003,7781,7080
05069,2003,35724,32855
05071,2003,10649,10064
05073,2003,3369,3167
05075,2003,7720,7060
05077,2003,3664,3237
05079,2003,5074,4660
05081,2003,6398,6084
05083,2003,9938,9372
05085,2003,27489,26153
05087,2003,7175,6890
05089,2003,6498,6075
05091,2003,18224,17296
05093,2003,20220,17797
05095,2003,3968,3668
05097,2003,4249,4010
05099,2003,4493,4265
05101,2003,3615,3404
05103,2003,12085,11122
05105,2003,4778,4446
05107,2003,9175,8367
05109,2003,5189,4904
05111,2003,11200,10370
05113,2003,8587,7925
05115,2003,26555,25020
05117,2003,4457,4221
05119,2003,181174,171643
05121,2003,7838,7087
05123,2003,10823,9805
05125,2003,43406,41275
05127,2003,4706,4477
05129,2003,3373,3184
05131,2003,56011,53227
05133,2003,7396,7048
05135,2003,6401,5845
05137,2003,4479,4138
05139,2003,19714,18137
05141,2003,6812,6320
05143,2003,90430,86944
05145,2003,30761,28791
05147,2003,3774,3408
05149,2003,9793,9273
06001,2003,754375,702984
06003,2003,554,508
06005,2003,16389,15384
06007,2003,98296,90885
06009,2003,19854,18398
06011,2003,9433,8086
06013,2003,508420,477620
06015,2003,10313,9440
06017,2003,87468,82631
06019,2003,403733,356645
06021,2003,11124,9992
06023,2003,60584,56464
06025,2003,58642,49550
06027,2003,9097,8576
06029,2003,311344,279400
06031,2003,53114,46796
06033,2003,25856,23508
06035,2003,12313,11373
06037,2003,4739472,4409913
06039,2003,58971,52916
06041,2003,130647,124287
06043,2003,8416,7839
06045,2003,44970,41898
06047,2003,96839,85757
06049,2003,4203,3839
06051,2003,8271,7856
06053,2003,208693,190091
06055,2003,70670,67261
06057,2003,48277,45602
06059,2003,1545768,1472492
06061,2003,152740,145004
06063,2003,10443,9420
06065,2003,775966,725702
06067,2003,652166,614089
06069,2003,25500,22974
06071,2003,802230,752340
06073,2003,1457538,1382273
06075,2003,429292,400587
06077,2003,278846,253418
06079,2003,127924,121939
06081,2003,366878,345638
06083,2003,207876,197443
06085,2003,843720,773878
06087,2003,144155,133052
06089,2003,82380,76198
06091,2003,1635,1483
06093,2003,19216,17399
06095,2003,205399,192560
06097,2003,252912,239225
06099,2003,221714,199975
06101,2003,39403,35017
06103,2003,25613,23658
06105,2003,5376,4815
06107,2003,181161,159083
06109,2003,25295,23527
06111,2003,409668,386156
06113,2003,91289,85500
06115,2003,25183,22497
08001,2003,200583,186573
08003,2003,8190,7724
08005,2003,291896,274121
08007,2003,5589,5268
08009,2003,2374,2287
08011,2003,2413,2230
08013,2003,164483,155291
08014,2003,23707,22230
08015,2003,7813,7373
08017,2003,1287,1243
08019,2003,6012,5682
08021,2003,3759,3499
08023,2003,1333,1198
08025,2003,1604,1467
08027,2003,1967,1868
08029,2003,14094,13273
08031,2003,302578,281272
08033,2003,987,907
08035,2003,128710,122091
08037,2003,26188,24960
08039,2003,12572,11894
08041,2003,279948,262889
08043,2003,18572,17202
08045,2003,26980,25668
08047,2003,3297,3107
08049,2003,8417,8072
08051,2003,8357,7964
08053,2003,610,585
08055,2003,3354,3073
08057,2003,1074,1020
08059,2003,305664,288127
08061,2003,865,821
08063,2003,4241,4060
08065,2003,3791,3562
08067,2003,26612,25447
08069,2003,159187,151297
08071,2003,7847,7385
08073,2003,3001,2870
08075,2003,10886,10433
08077,2003,66826,63199
08079,2003,445,423
08081,2003,7545,7116
08083,2003,12283,11577
08085,2003,18219,17168
08087,2003,14134,13472
08089,2003,9267,8675
08091,2003,2442,2335
08093,2003,9363,8860
08095,2003,2352,2263
08097,2003,10192,9672
08099,2003,7221,6867
08101,2003,68640,63637
08103,2003,3554,3416
08105,2003,6432,6053
08107,2003,13712,13103
08109,2003,3043,2838
08111,2003,609,570
08113,2003,4918,4648
08115,2003,1516,1451
08117,2003,15881,15133
08119,2003,12444,11685
08121,2003,2753,2657
08123,2003,105619,99557
08125,2003,5980,5798
09001,2003,452081,429839
09003,2003,435069,408956
09005,2003,101455,96380
09007,2003,88091,83898
09009,2003,426501,401675
09011,2003,142276,135389
09013,2003,79032,75590
09015,2003,59753,56196
10001,2003,66965,64113
10003,2003,265814,254061
10005,2003,82382,79298
11001,2003,306422,285454
12001,2003,119087,114641
12003,2003,10426,9922
12005,2003,75980,71922
12007,2003,11322,10855
12009,2003,242235,229392
12011,2003,905406,855456
12013,2003,5337,5073
12015,2003,59862,56570
12017,2003,47248,44264
12019,2003,78118,74524
12021,2003,133208,126494
12023,2003,26626,25345
12027,2003,13780,12981
12029,2003,5592,5300
12031,2003,408062,385700
12033,2003,131277,124650
12035,2003,24930,23489
12037,2003,4955,4732
12039,2003,19737,18699
12041,2003,6984,6673
12043,2003,4499,4245
12045,2003,5842,5561
12047,2003,4517,4266
12049,2003,11115,10364
12051,2003,17176,15696
12053,2003,52747,49323
12055,2003,37938,35768
12057,2003,550232,521627
12059,2003,7744,7363
12061,2003,56163,52242
12063,2003,20181,19309
12065,2003,6511,6223
12067,2003,2804,2686
12069,2003,103685,98199
12071,2003,237744,226562
12073,2003,134093,128524
12075,2003,15251,14419
12077,2003,3026,2911
12079,2003,7212,6845
12081,2003,136093,129549
12083,2003,114386,108099
12085,2003,61161,57777
12086,2003,1083791,1034235
12087,2003,46720,45131
12089,2003,30704,29203
12091,2003,88742,85403
12093,2003,16219,15118
12095,2003,514061,486989
12097,2003,102110,96488
12099,2003,585815,551385
12101,2003,163533,154113
12103,2003,460833,435958
12105,2003,239924,226315
12107,2003,30712,28960
12109,2003,72616,69518
12111,2003,98471,91824
12113,2003,60030,57230
12115,2003,160918,153394
12117,2003,214905,203760
12119,2003,19493,18461
12121,2003,16084,15331
12123,2003,8220,7662
12125,2003,4858,4673
12127,2003,226951,214968
12129,2003,13117,12562
12131,2003,22749,21875
12133,2003,8832,8356
13001,2003,8200,7652
13003,2003,3495,3284
13005,2003,4295,4063
13007,2003,1851,1761
13009,2003,19930,18992
13011,2003,8333,8011
13013,2003,27438,26136
13015,2003,42706,40447
13017,2003,7762,7243
13019,2003,8465,8175
13021,2003,71971,68488
13023,2003,5311,5047
13025,2003,7195,6806
13027,2003,7997,7727
13029,2003,13183,12708
13031,2003,29120,27895
13033,2003,9964,9139
13035,2003,9576,9077
13037,2003,2454,2294
13039,2003,18756,17745
13043,2003,4162,3980
13045,2003,47729,45255
13047,2003,32863,31775
13049,2003,4243,4014
13051,2003,116179,111181
13053,2003,2748,2523
13055,2003,11335,10836
13057,2003,91178,87455
13059,2003,57142,54998
13061,2003,1536,1468
13063,2003,131772,123982
13065,2003,2426,2284
13067,2003,361172,345198
13069,2003,17318,16114
13071,2003,18303,17337
13073,2003,52446,50601
13075,2003,7032,6661
13077,2003,51879,49526
13079,2003,6095,5806
13081,2003,9527,8982
13083,2003,8286,7932
13085,2003,9731,9352
13087,2003,12160,11470
13089,2003,366983,346963
13091,2003,8753,8290
13093,2003,4749,4464
13095,2003,41489,39134
13097,2003,53789,51241
13099,2003,5864,5530
13101,2003,2114,2049
13103,2003,22030,21165
13105,2003,10190,9605
13107,2003,10448,9929
13109,2003,4765,4565
13111,2003,9643,9032
13113,2003,50383,48525
13115,2003,49057,46768
13117,2003,67047,64525
13119,2003,10342,9792
13121,2003,445338,421444
13123,2003,12593,12055
13125,2003,1201,1141
