county, year, labforce, employed
40089,2006,13970,13113
40091,2006,8247,7824
40093,2006,3834,3727
40095,2006,6288,6030
40097,2006,17274,16541
40099,2006,7750,7517
40101,2006,29279,27783
40103,2006,5654,5457
40105,2006,4786,4568
40107,2006,4479,4234
40109,2006,328518,314706
40111,2006,16548,15642
40113,2006,20576,19727
40115,2006,16504,15737
40117,2006,7681,7364
40119,2006,35561,34276
40121,2006,21424,20556
40123,2006,20081,19367
40125,2006,31979,30567
40127,2006,5512,5277
40129,2006,1791,1744
40131,2006,40320,38843
40133,2006,10296,9712
40135,2006,18381,17385
40137,2006,20861,20137
40139,2006,9095,8792
40141,2006,3485,3336
40143,2006,293841,282712
40145,2006,32728,31542
40147,2006,25571,24692
40149,2006,5795,5607
40151,2006,4276,4042
40153,2006,11190,10893
41001,2006,7215,6757
41003,2006,42034,40070
41005,2006,194473,185211
41007,2006,19151,18195
41009,2006,23671,22321
41011,2006,28615,26692
41013,2006,9676,9107
41015,2006,9547,8897
41017,2006,79324,75654
41019,2006,47253,43740
41021,2006,994,946
41023,2006,3513,3223
41025,2006,3334,3067
41027,2006,12560,11876
41029,2006,99946,94267
41031,2006,9198,8684
41033,2006,35050,32744
41035,2006,30352,28334
41037,2006,3682,3407
41039,2006,177402,167795
41041,2006,22073,20756
41043,2006,52770,49321
41045,2006,12510,11717
41047,2006,149931,141466
41049,2006,5539,5179
41051,2006,366637,347849
41053,2006,36936,35112
41055,2006,885,833
41057,2006,12419,11737
41059,2006,35967,33567
41061,2006,11977,11276
41063,2006,3622,3386
41065,2006,13154,12439
41067,2006,277908,265718
41069,2006,635,594
41071,2006,45428,43104
42001,2006,55265,53390
42003,2006,627923,599910
42005,2006,32891,31160
42007,2006,89104,84849
42009,2006,23130,21803
42011,2006,201350,192567
42013,2006,64548,61653
42015,2006,30684,29241
42017,2006,346039,332632
42019,2006,96207,92073
42021,2006,67882,64258
42023,2006,2607,2447
42025,2006,30726,28939
42027,2006,72814,70098
42029,2006,263375,254609
42031,2006,20668,19652
42033,2006,40968,38765
42035,2006,18851,17812
42037,2006,34631,32737
42039,2006,42623,40411
42041,2006,122144,118044
42043,2006,134968,129584
42045,2006,282338,270261
42047,2006,17540,16723
42049,2006,140301,133215
42051,2006,65601,61448
42053,2006,2226,2067
42055,2006,78825,76240
42057,2006,8265,7899
42059,2006,17478,16474
42061,2006,22045,20902
42063,2006,45443,43120
42065,2006,22755,21650
42067,2006,12633,12101
42069,2006,105955,100766
42071,2006,267104,257754
42073,2006,43827,41469
42075,2006,71166,68764
42077,2006,174194,166251
42079,2006,158249,149736
42081,2006,58982,55914
42083,2006,21725,20575
42085,2006,55367,52319
42087,2006,22468,21345
42089,2006,80137,75991
42091,2006,426868,411623
42093,2006,9057,8694
42095,2006,150123,143309
42097,2006,47148,44685
42099,2006,24439,23499
42101,2006,615906,577682
42103,2006,27006,25473
42105,2006,8252,7764
42107,2006,71572,67700
42109,2006,20038,19221
42111,2006,38958,36821
42113,2006,3020,2861
42115,2006,21357,20335
42117,2006,20220,19119
42119,2006,17852,16943
42121,2006,26588,25209
42123,2006,21066,20009
42125,2006,103239,98156
42127,2006,25287,24237
42129,2006,185706,176512
42131,2006,14353,13616
42133,2006,222435,213549
44001,2006,28585,27360
44003,2006,97525,92982
44005,2006,44686,42666
44007,2006,327711,310272
44009,2006,74096,71077
45001,2006,12032,10972
45003,2006,75160,70350
45005,2006,3869,3477
45007,2006,84455,78709
45009,2006,6490,5850
45011,2006,9252,8327
45013,2006,62868,59859
45015,2006,73123,69063
45017,2006,7080,6574
45019,2006,169758,161234
45021,2006,25102,23177
45023,2006,16159,14511
45025,2006,18642,16872
45027,2006,12929,11738
45029,2006,16889,15792
45031,2006,31020,28639
45033,2006,13398,12154
45035,2006,60523,57459
45037,2006,11067,10213
45039,2006,11410,10384
45041,2006,62165,57651
45043,2006,29367,27277
45045,2006,215684,204101
45047,2006,31665,29145
45049,2006,7971,7399
45051,2006,128200,121128
45053,2006,10185,9690
45055,2006,29598,27723
45057,2006,30538,27787
45059,2006,33495,31178
45061,2006,8372,7571
45063,2006,130643,124541
45065,2006,3593,3198
45067,2006,13391,11781
45069,2006,12647,11233
45071,2006,17950,16793
45073,2006,30834,28085
45075,2006,40028,36342
45077,2006,57789,54196
45079,2006,175827,165594
45081,2006,9361,8776
45083,2006,133837,124936
45085,2006,45815,42252
45087,2006,12286,10947
45089,2006,15671,14119
45091,2006,100969,94544
46003,2006,1363,1316
46005,2006,9033,8765
46007,2006,1485,1415
46009,2006,3222,3089
46011,2006,18946,18489
46013,2006,20808,20263
46015,2006,2744,2663
46017,2006,549,471
46019,2006,5403,5258
46021,2006,883,857
46023,2006,4116,3969
46025,2006,1872,1800
46027,2006,7473,7255
46029,2006,16386,15909
46031,2006,1443,1357
46033,2006,4811,4666
46035,2006,10864,10539
46037,2006,2936,2788
46039,2006,2711,2615
46041,2006,2716,2463
46043,2006,1709,1663
46045,2006,2073,2015
46047,2006,3794,3661
46049,2006,1144,1109
46051,2006,4233,4085
46053,2006,2368,2286
46055,2006,1169,1138
46057,2006,2934,2841
46059,2006,1892,1839
46061,2006,1927,1870
46063,2006,763,741
46065,2006,10471,10212
46067,2006,3671,3541
46069,2006,771,744
46071,2006,1287,1215
46073,2006,1343,1305
46075,2006,738,720
46077,2006,2963,2865
46079,2006,6728,6521
46081,2006,12952,12582
46083,2006,20344,19846
46085,2006,2025,1936
46087,2006,2922,2832
46089,2006,1198,1148
46091,2006,2153,2062
46093,2006,12630,12227
46095,2006,953,910
46097,2006,1177,1132
46099,2006,95307,92676
46101,2006,4084,3921
46102,2006,4036,3705
46103,2006,52940,51377
46105,2006,1735,1683
46107,2006,1342,1301
46109,2006,4896,4685
46111,2006,1510,1466
46115,2006,3556,3444
46117,2006,1982,1936
46119,2006,1018,994
46121,2006,3624,3426
46123,2006,3046,2947
46125,2006,4509,4370
46127,2006,7732,7479
46129,2006,2732,2621
46135,2006,11932,11577
46137,2006,942,887
47001,2006,36060,34352
47003,2006,22353,21180
47005,2006,7007,6506
47007,2006,4908,4589
47009,2006,62168,59474
47011,2006,48448,46019
47013,2006,17017,15977
47015,2006,6622,6287
47017,2006,14083,13191
47019,2006,29617,28125
47021,2006,21032,20177
47023,2006,7805,7382
47025,2006,13489,12757
47027,2006,3655,3255
47029,2006,16387,15193
47031,2006,25939,24518
47033,2006,6560,6109
47035,2006,23393,21944
47037,2006,312437,299241
47039,2006,5580,5217
47041,2006,10350,9790
47043,2006,23660,22566
47045,2006,17807,16782
47047,2006,17274,16198
47049,2006,7689,7181
47051,2006,20309,19146
47053,2006,21262,19623
47055,2006,13567,12597
47057,2006,10363,9749
47059,2006,32963,30359
47061,2006,5941,5465
47063,2006,30674,28904
47065,2006,163857,156599
47067,2006,2503,2329
47069,2006,11502,10673
47071,2006,11823,11090
47073,2006,26623,25091
47075,2006,9788,9044
47077,2006,12448,11611
47079,2006,14345,13320
47081,2006,10368,9805
47083,2006,3927,3637
47085,2006,9106,8529
47087,2006,5092,4744
47089,2006,24518,23118
47091,2006,7338,6855
47093,2006,224145,215313
47095,2006,2705,2518
47097,2006,10074,9266
47099,2006,17168,15234
47101,2006,5311,4929
47103,2006,17290,16564
47105,2006,22932,21918
47107,2006,25008,23585
47109,2006,12434,11671
47111,2006,11008,10254
47113,2006,48455,45843
47115,2006,13289,12529
47117,2006,12828,12016
47119,2006,36975,34952
47121,2006,4929,4593
47123,2006,19723,18588
47125,2006,69568,66296
47127,2006,3158,3009
47129,2006,8412,7850
47131,2006,15911,15025
47133,2006,10102,9427
47135,2006,3318,3096
47137,2006,1905,1745
47139,2006,7439,7021
47141,2006,35566,33532
47143,2006,13399,12559
47145,2006,26998,25542
47147,2006,33306,31824
47149,2006,127182,122056
47151,2006,8825,8232
47153,2006,6112,5835
47155,2006,47576,44988
47157,2006,444671,419148
47159,2006,9363,8822
47161,2006,6313,5831
47163,2006,74291,70919
47165,2006,79721,76393
47167,2006,27896,26341
47169,2006,3831,3599
47171,2006,8456,7932
47173,2006,8947,8512
47175,2006,2526,2326
47177,2006,18443,16792
47179,2006,60380,57650
47181,2006,6667,5976
47183,2006,15801,14722
47185,2006,10908,9920
47187,2006,87280,84211
47189,2006,57827,55252
48001,2006,20220,19040
48003,2006,6786,6551
48005,2006,39965,38111
48007,2006,11014,10500
48009,2006,5449,5266
48011,2006,1103,1064
48013,2006,19177,18289
48015,2006,12695,12148
48017,2006,3157,3001
48019,2006,9742,9331
48021,2006,34124,32555
48023,2006,1922,1843
48025,2006,11415,10697
48027,2006,115516,109785
48029,2006,728361,694464
48031,2006,4657,4478
48033,2006,406,388
48035,2006,8190,7790
48037,2006,42705,40438
48039,2006,134697,128003
48041,2006,86883,83395
48043,2006,5413,5229
48045,2006,693,661
48047,2006,3029,2841
48049,2006,19020,18178
48051,2006,8343,8006
48053,2006,21298,20429
48055,2006,15882,15108
48057,2006,9372,8919
48059,2006,7109,6835
48061,2006,142935,133567
48063,2006,5494,5218
48065,2006,3518,3395
48067,2006,13030,12269
48069,2006,3230,3080
48071,2006,13788,13076
48073,2006,20227,19153
48075,2006,3033,2865
48077,2006,6449,6206
48079,2006,1457,1370
48081,2006,1349,1275
48083,2006,4273,4091
48085,2006,384587,368310
48087,2006,1553,1486
48089,2006,10676,10221
48091,2006,51236,49150
48093,2006,6349,6066
48095,2006,1323,1252
48097,2006,20758,19977
48099,2006,24516,22935
48101,2006,789,750
48103,2006,1722,1647
48105,2006,2027,1958
48107,2006,2844,2690
48109,2006,1636,1585
48111,2006,3021,2920
48113,2006,1146694,1088046
48115,2006,5080,4748
48117,2006,8209,7861
48119,2006,2419,2294
48121,2006,326923,313184
48123,2006,9208,8803
48125,2006,1199,1148
48127,2006,3827,3538
48129,2006,1813,1728
48131,2006,5234,4952
48133,2006,8323,7923
48135,2006,65211,62705
48137,2006,960,919
48139,2006,68403,64983
48141,2006,291023,271630
48143,2006,17741,17041
48145,2006,7063,6626
48147,2006,13455,12652
48149,2006,11981,11543
48151,2006,1953,1874
48153,2006,3127,2943
48155,2006,665,636
48157,2006,244549,233014
48159,2006,5478,5251
48161,2006,10099,9703
48163,2006,6459,6110
48165,2006,6040,5764
48167,2006,137491,130476
48169,2006,2548,2451
48171,2006,12815,12398
48173,2006,579,553
48175,2006,3439,3301
48177,2006,9727,9338
48179,2006,10871,10449
48181,2006,56189,53472
48183,2006,61403,58640
48185,2006,10454,9896
48187,2006,54238,51905
48189,2006,16548,15692
48191,2006,1456,1367
48193,2006,3999,3832
48195,2006,2387,2302
48197,2006,2332,2239
48199,2006,25415,24094
48201,2006,1874936,1780465
48203,2006,31445,29855
48205,2006,2198,2111
48207,2006,2943,2828
48209,2006,69521,66632
48211,2006,2313,2251
48213,2006,34446,32682
48215,2006,265667,246227
48217,2006,15118,14281
48219,2006,11344,10875
48221,2006,22995,21877
48223,2006,17341,16617
48225,2006,8048,7558
48227,2006,13660,13001
48229,2006,1424,1326
48231,2006,38463,36470
48233,2006,10997,10518
48235,2006,993,958
48237,2006,4360,4180
48239,2006,6400,6108
48241,2006,15573,14602
48243,2006,1197,1149
48245,2006,111888,105151
48247,2006,2690,2575
48249,2006,20439,19492
48251,2006,72573,69244
48253,2006,7985,7567
48255,2006,5321,4997
48257,2006,44396,42182
48259,2006,15059,14477
48261,2006,244,237
48263,2006,404,388
48265,2006,22493,21585
48267,2006,2223,2139
48269,2006,160,153
48271,2006,1332,1255
48273,2006,16195,15464
48275,2006,1757,1684
48277,2006,23642,22376
48279,2006,7033,6710
48281,2006,10492,10075
48283,2006,2738,2601
48285,2006,10226,9856
48287,2006,8792,8445
48289,2006,7616,7237
48291,2006,30646,28892
48293,2006,10231,9750
48295,2006,1734,1677
48297,2006,5051,4824
48299,2006,8133,7755
48301,2006,38,34
48303,2006,137550,132153
48305,2006,2741,2589
48307,2006,3708,3541
48309,2006,111630,106324
48311,2006,341,321
48313,2006,4944,4686
48315,2006,4999,4735
48317,2006,2127,2039
48319,2006,2428,2356
48321,2006,15965,14847
48323,2006,19535,17030
48325,2006,19749,18850
48327,2006,1067,1023
48329,2006,69629,67308
48331,2006,12106,11557
48333,2006,2401,2305
48335,2006,3360,3163
48337,2006,9980,9577
48339,2006,195209,186669
48341,2006,10371,10021
48343,2006,6155,5824
48345,2006,630,605
48347,2006,30710,29265
48349,2006,21095,19931
48351,2006,5658,5254
48353,2006,7580,7255
48355,2006,157316,149713
48357,2006,5086,4933
48359,2006,1017,976
48361,2006,40968,38592
48363,2006,14387,13775
48365,2006,11995,11479
48367,2006,51851,49486
48369,2006,4369,4204
48371,2006,6713,6403
48373,2006,16914,15894
48375,2006,57651,55232
48377,2006,3214,2876
48379,2006,5120,4874
48381,2006,66827,64646
48383,2006,2286,2230
48385,2006,1344,1279
48387,2006,6228,5887
48389,2006,4122,3870
48391,2006,3807,3634
48393,2006,554,537
48395,2006,7459,7100
48397,2006,35178,33628
48399,2006,4395,4161
48401,2006,22891,21834
48403,2006,3416,3120
48405,2006,3545,3324
48407,2006,9939,9360
48409,2006,29405,27805
48411,2006,2555,2430
48413,2006,1356,1305
48415,2006,7111,6779
48417,2006,2011,1950
48419,2006,11942,11355
48421,2006,1312,1260
48423,2006,96249,91791
48425,2006,3746,3567
48427,2006,21432,18955
48429,2006,4419,4240
48431,2006,870,843
48433,2006,874,845
48435,2006,2832,2757
48437,2006,3500,3346
48439,2006,859737,819239
48441,2006,66352,63802
48443,2006,386,365
48445,2006,5619,5330
48447,2006,971,937
48449,2006,14488,13868
48451,2006,52123,49975
48453,2006,515190,494371
48455,2006,5751,5420
48457,2006,8194,7682
48459,2006,18822,17962
48461,2006,1604,1544
48463,2006,11350,10678
48465,2006,20210,19009
48467,2006,25197,24056
48469,2006,44317,42524
48471,2006,26213,24817
48473,2006,15701,14872
48475,2006,4718,4501
48477,2006,16031,15358
48479,2006,87892,83168
48481,2006,20548,19572
48483,2006,2803,2711
48485,2006,62656,59938
48487,2006,7870,7589
48489,2006,7619,6930
48491,2006,188614,180737
48493,2006,18229,17428
48495,2006,3213,3088
48497,2006,27861,26648
48499,2006,17846,16942
48501,2006,3579,3438
48503,2006,9655,9289
48505,2006,4916,4617
48507,2006,3749,3311
49001,2006,3119,3024
49003,2006,22846,22115
49005,2006,58285,56941
49007,2006,9883,9540
49009,2006,506,482
49011,2006,140621,136545
49013,2006,8494,8252
49015,2006,5235,5052
49017,2006,2677,2543
49019,2006,5030,4786
49021,2006,20944,20335
49023,2006,4036,3887
49025,2006,3438,3315
49027,2006,6188,6006
49029,2006,3942,3823
49031,2006,891,864
49033,2006,1407,1375
49035,2006,534687,519133
49037,2006,4885,4586
49039,2006,10662,10262
49041,2006,9390,9089
49043,2006,21768,21143
49045,2006,26296,25437
49047,2006,16300,15902
49049,2006,214250,208141
49051,2006,10137,9816
49053,2006,61333,59487
49055,2006,1386,1326
49057,2006,109819,106125
50001,2006,21898,21176
50003,2006,20675,19925
50005,2006,16945,16249
50007,2006,88480,85605
50009,2006,3290,3161
50011,2006,26432,25334
50013,2006,4326,4101
50015,2006,15152,14524
50017,2006,16673,16115
50019,2006,14568,13788
50021,2006,36110,34684
50023,2006,34540,33218
50025,2006,24887,23953
50027,2006,33021,32032
51001,2006,18569,17774
51003,2006,49842,48619
51005,2006,7342,6985
51007,2006,6481,6284
51009,2006,15529,15023
51011,2006,6961,6704
51013,2006,127332,124804
51015,2006,36838,35860
51017,2006,2893,2798
51019,2006,37654,36524
51021,2006,3222,3100
51023,2006,17430,16976
51025,2006,6832,6499
51027,2006,8419,7997
51029,2006,6836,6589
51031,2006,27168,26281
51033,2006,13560,13095
51035,2006,13826,13097
51036,2006,3837,3684
51037,2006,5257,4904
51041,2006,164168,159569
51043,2006,8054,7855
51045,2006,2556,2467
51047,2006,20066,19410
51049,2006,4523,4366
51051,2006,5660,5369
51053,2006,12770,12362
51057,2006,5432,5217
51059,2006,577489,564587
51061,2006,36551,35651
51063,2006,6998,6768
51065,2006,13385,13065
51067,2006,26011,25178
51069,2006,40563,39480
51071,2006,8481,8162
51073,2006,20348,19807
51075,2006,10821,10552
51077,2006,7104,6711
51079,2006,10152,9915
51081,2006,3933,3765
51083,2006,15763,14834
51085,2006,54752,53357
51087,2006,159613,154985
51089,2006,25107,23903
51091,2006,1130,1094
51093,2006,18275,17708
51095,2006,30328,29515
51097,2006,3334,3221
51099,2006,9484,9162
51101,2006,8290,8062
51103,2006,5184,4954
51105,2006,9277,8873
51107,2006,156992,153601
51109,2006,15800,15308
51111,2006,5572,5324
51113,2006,7274,7080
51115,2006,4454,4337
51117,2006,13121,12424
51119,2006,5059,4897
51121,2006,43558,42200
51125,2006,7715,7500
51127,2006,9267,9009
51131,2006,5865,5604
51133,2006,5971,5719
51135,2006,6427,6160
51137,2006,15043,14582
51139,2006,11178,10651
51141,2006,8808,8397
51143,2006,31044,29335
51145,2006,14216,13845
51147,2006,8892,8462
51149,2006,14854,14349
51153,2006,197085,192301
51155,2006,18087,17377
51157,2006,4265,4164
51159,2006,3496,3326
51161,2006,48751,47481
51163,2006,11238,10928
51165,2006,42116,41097
51167,2006,11812,11099
51169,2006,9924,9434
51171,2006,19786,19188
51173,2006,15339,14620
51175,2006,7588,7308
51177,2006,64312,62735
51179,2006,63634,62051
51181,2006,3707,3580
51183,2006,4476,4273
51185,2006,19985,19186
51187,2006,19146,18604
51191,2006,26377,25278
51193,2006,8259,7933
51195,2006,17279,16497
51197,2006,14984,14366
51199,2006,31071,30232
51510,2006,86832,84891
51520,2006,7937,7550
51530,2006,3389,3273
51540,2006,20407,19744
51550,2006,114199,110468
51570,2006,9134,8838
51580,2006,2790,2589
51590,2006,20172,18405
51595,2006,2503,2364
51600,2006,13230,12903
51610,2006,6509,6320
51620,2006,3798,3617
51630,2006,11645,11180
51640,2006,3035,2849
51650,2006,67151,64648
51660,2006,21715,21062
51670,2006,10294,9811
51678,2006,2291,2183
51680,2006,31925,30750
51683,2006,20267,19732
51685,2006,6622,6467
51690,2006,5838,5410
51700,2006,86219,83110
51710,2006,95709,91598
51720,2006,1514,1435
51730,2006,13888,13012
51735,2006,6299,6150
51740,2006,45779,43744
51750,2006,7239,6961
51760,2006,95448,90997
51770,2006,45481,43761
51775,2006,13073,12680
51790,2006,11241,10893
51800,2006,39342,37958
51810,2006,221582,215051
51820,2006,9877,9559
51830,2006,4811,4525
51840,2006,14212,13793
53001,2006,8063,7512
53003,2006,10232,9758
53005,2006,83218,78060
53007,2006,39463,37252
53009,2006,29619,27739
53011,2006,205896,192980
53013,2006,1506,1366
53015,2006,42952,39906
53017,2006,20129,19037
53019,2006,2946,2650
53021,2006,30005,27719
53023,2006,1043,983
53025,2006,38924,36151
53027,2006,31044,28686
53029,2006,32363,30548
53031,2006,13603,12861
53033,2006,1043636,1004810
53035,2006,121958,115759
53037,2006,19466,18357
53039,2006,9517,8785
53041,2006,31197,28853
53043,2006,4663,4377
53045,2006,24647,23085
53047,2006,20654,19173
53049,2006,9161,8515
53051,2006,5115,4705
53053,2006,373684,352910
53055,2006,8222,7884
53057,2006,56494,53316
53059,2006,5086,4696
53061,2006,358027,343319
53063,2006,227128,214779
53065,2006,18169,16778
53067,2006,123916,117699
53069,2006,1623,1506
53071,2006,28717,27028
53073,2006,102885,97820
53075,2006,20338,19456
53077,2006,118626,109807
54001,2006,6740,6353
54003,2006,45306,43394
54005,2006,9422,8976
54007,2006,5954,5625
54009,2006,10974,10162
54011,2006,44611,42568
54013,2006,2718,2521
54015,2006,3487,3247
54017,2006,2882,2731
54019,2006,18034,17016
54021,2006,3107,2961
54023,2006,5131,4822
54025,2006,15628,14663
54027,2006,9817,9427
54029,2006,14572,13462
54031,2006,7266,6980
54033,2006,30786,29338
54035,2006,11824,11204
54037,2006,24802,23959
54039,2006,91497,87484
54041,2006,7362,6983
54043,2006,7961,7475
54045,2006,12894,12265
54047,2006,6948,6413
54049,2006,26160,24990
54051,2006,15014,14155
54053,2006,10478,9747
54055,2006,24324,23122
54057,2006,13448,12767
54059,2006,8590,8118
54061,2006,45922,44330
54063,2006,5944,5617
54065,2006,7122,6786
54067,2006,10662,10091
54069,2006,20981,19976
54071,2006,3850,3687
54073,2006,3177,2999
54075,2006,3818,3522
54077,2006,14906,14230
54079,2006,27138,26023
54081,2006,32787,31297
54083,2006,13132,12463
54085,2006,4745,4507
54087,2006,5529,5182
54089,2006,4739,4440
54091,2006,6987,6617
54093,2006,3060,2871
54095,2006,3663,3401
54097,2006,10793,10282
54099,2006,17666,16706
54101,2006,3425,3228
54103,2006,6346,5827
54105,2006,2545,2391
54107,2006,41183,39152
54109,2006,8314,7850
55001,2006,9904,9244
55003,2006,9251,8689
55005,2006,25551,24139
55007,2006,8268,7738
55009,2006,136965,130739
55011,2006,8522,8182
55013,2006,8468,7973
55015,2006,25350,24314
55017,2006,33610,31875
55019,2006,17805,16840
55021,2006,31622,30135
55023,2006,9666,9191
55025,2006,288708,279286
55027,2006,47161,44807
55029,2006,16660,15760
55031,2006,23067,21906
55033,2006,23885,22792
55035,2006,55494,53286
55037,2006,2584,2412
55039,2006,56461,53797
55041,2006,5010,4678
55043,2006,27172,25956
55045,2006,20274,19383
55047,2006,10444,9866
55049,2006,14358,13735
55051,2006,3185,2924
55053,2006,9985,9434
55055,2006,42827,40875
55057,2006,13475,12698
55059,2006,82761,78297
55061,2006,11837,11310
55063,2006,63667,61260
55065,2006,9163,8787
55067,2006,10857,10204
55069,2006,15900,15018
55071,2006,45407,43161
55073,2006,75171,71944
55075,2006,22012,20592
55077,2006,7833,7364
55078,2006,1669,1483
55079,2006,454893,429034
55081,2006,23910,22884
55083,2006,20538,19286
55085,2006,20069,18897
55087,2006,95965,91517
55089,2006,48514,46768
55091,2006,4087,3893
55093,2006,23684,22678
55095,2006,24182,22786
55097,2006,40883,39040
55099,2006,8671,8191
55101,2006,99399,93764
55103,2006,9942,9477
55105,2006,84165,79907
55107,2006,7888,7363
55109,2006,46753,44441
55111,2006,34783,33211
55113,2006,9344,8742
55115,2006,22485,21340
55117,2006,65296,62707
55119,2006,10954,10404
55121,2006,16183,15484
55123,2006,14399,13703
55125,2006,11765,11050
55127,2006,56073,53651
55129,2006,8093,7560
55131,2006,73930,70867
55133,2006,216291,208079
55135,2006,28487,27060
55137,2006,12842,12117
55139,2006,92363,88220
55141,2006,40100,37957
56001,2006,18612,18125
56003,2006,5291,5071
56005,2006,24864,24332
56007,2006,7813,7552
56009,2006,6807,6574
56011,2006,3354,3260
56013,2006,17585,16826
56015,2006,5856,5630
56017,2006,2310,2226
56019,2006,3815,3696
56021,2006,41432,39830
56023,2006,8143,7860
56025,2006,39770,38585
56027,2006,1129,1092
56029,2006,14123,13618
56031,2006,3963,3788
56033,2006,15353,14868
56035,2006,5640,5538
56037,2006,23299,22719
56039,2006,13931,13577
56041,2006,10950,10620
56043,2006,4156,4005
56045,2006,3054,2947
72001,2006,5651,4880
72003,2006,16423,14431
72005,2006,22975,20101
72007,2006,9925,8787
72009,2006,8284,7235
72011,2006,11280,9885
72013,2006,34977,30897
72015,2006,5926,4960
72017,2006,7691,6588
72019,2006,8077,7116
72021,2006,86474,79620
72023,2006,21550,19530
72025,2006,56670,50864
72027,2006,13495,12033
72029,2006,15089,13210
72031,2006,80945,74493
72033,2006,8379,7496
72035,2006,16545,14514
72037,2006,6148,5449
72039,2006,5455,4610
72041,2006,16276,14396
72043,2006,11694,10018
72045,2006,5034,4334
72047,2006,10974,9765
72049,2006,903,821
72051,2006,13375,12138
72053,2006,15741,13723
72054,2006,4457,3783
72055,2006,6625,5646
72057,2006,15250,13056
72059,2006,7142,6031
72061,2006,46508,43811
72063,2006,16101,14527
72065,2006,13469,11846
72067,2006,6908,6165
72069,2006,21890,18772
72071,2006,16721,14402
72073,2006,4855,4073
72075,2006,18005,15943
72077,2006,13569,11974
72079,2006,9288,8166
72081,2006,12159,10764
72083,2006,3761,3289
72085,2006,13393,11644
72087,2006,9177,8002
72089,2006,7380,6331
72091,2006,15368,13362
72093,2006,2026,1780
72095,2006,3759,3131
72097,2006,31545,27669
72099,2006,15795,13874
72101,2006,9618,8264
72103,2006,7802,6683
72105,2006,8957,7985
72107,2006,5719,4839
72109,2006,6228,5253
72111,2006,9094,7855
72113,2006,67401,60367
72115,2006,9001,8002
72117,2006,5775,5080
72119,2006,18631,16661
72121,2006,9831,8606
72123,2006,9597,8270
72125,2006,13628,11963
72127,2006,178108,165033
72129,2006,14915,13249
72131,2006,16098,14086
72133,2006,9197,7984
72135,2006,30279,28062
72137,2006,37089,34154
72139,2006,36170,33660
72141,2006,9741,8329
72143,2006,12952,11594
72145,2006,21654,19071
72147,2006,3300,2992
72149,2006,9681,8417
72151,2006,11562,9647
72153,2006,16747,14658
01001,2007,24383,23577
01003,2007,82659,80099
01005,2007,10334,9684
01007,2007,8791,8432
01009,2007,26629,25780
01011,2007,3653,3308
01013,2007,9099,8539
01015,2007,54861,52709
01017,2007,15474,14469
01019,2007,11984,11484
01021,2007,19737,19067
01023,2007,5183,4875
01025,2007,10358,9730
01027,2007,6113,5775
01029,2007,6483,6246
01031,2007,21077,20275
01033,2007,25386,24216
01035,2007,4965,4646
01037,2007,4686,4415
01039,2007,17070,16409
01041,2007,6546,6264
01043,2007,39367,38047
01045,2007,20250,19450
01047,2007,15555,14259
01049,2007,31013,29689
01051,2007,35805,34620
01053,2007,14288,13530
01055,2007,45459,43431
01057,2007,7387,7039
01059,2007,13742,13108
01061,2007,11535,11137
01063,2007,3284,3075
01065,2007,6976,6602
01067,2007,7540,7135
01069,2007,47179,45607
01071,2007,27020,25799
01073,2007,314739,302603
01075,2007,5854,5488
01077,2007,43257,41389
01079,2007,15807,15160
01081,2007,65326,62949
01083,2007,36340,35123
01085,2007,4758,4400
01087,2007,8865,8385
01089,2007,165286,160218
01091,2007,8150,7718
01093,2007,12974,12297
01095,2007,41311,39890
01097,2007,184490,177096
01099,2007,8945,8369
01101,2007,106156,101798
01103,2007,56642,54654
01105,2007,3543,3244
01107,2007,8015,7613
01109,2007,15575,14947
01111,2007,9487,9005
01113,2007,21734,20414
01115,2007,36040,34813
01117,2007,99647,97043
01119,2007,4778,4466
01121,2007,38922,36898
01123,2007,18311,17340
01125,2007,89008,86080
01127,2007,29056,27800
01129,2007,7002,6586
01131,2007,3438,3106
01133,2007,10287,9712
02013,2007,1094,1007
02016,2007,3085,2917
02020,2007,151051,143336
02050,2007,6951,6062
02060,2007,1064,1014
02068,2007,1602,1502
02070,2007,2045,1858
02090,2007,45385,42858
02100,2007,1446,1339
02110,2007,18459,17626
02122,2007,25700,23674
02130,2007,8222,7757
02150,2007,6141,5756
02158,2007,2584,2057
02164,2007,1166,1102
02170,2007,39800,36934
02180,2007,3796,3374
02185,2007,4672,4420
02188,2007,2968,2646
02201,2007,2275,1966
02220,2007,4635,4398
02232,2007,1925,1685
02240,2007,3555,3246
02261,2007,5219,4778
02280,2007,2875,2598
02282,2007,308,287
02290,2007,2763,2382
04001,2007,20200,18427
04003,2007,57271,54934
04005,2007,70736,68093
04007,2007,21166,20256
04009,2007,14294,13680
04011,2007,3998,3868
04012,2007,7655,7262
04013,2007,1945290,1881907
04015,2007,91440,87174
04017,2007,38244,35783
04019,2007,458486,441553
04021,2007,111626,106534
04023,2007,17162,15893
04025,2007,97606,93996
04027,2007,78841,67756
05001,2007,11988,10942
05003,2007,9483,8712
05005,2007,17748,16787
05007,2007,105064,101125
05009,2007,16987,16127
05011,2007,5799,5446
05013,2007,2638,2461
05015,2007,14021,13416
05017,2007,4995,4583
05019,2007,11069,10451
05021,2007,6751,6125
05023,2007,11687,10977
05025,2007,4180,3942
05027,2007,11040,10320
05029,2007,10073,9583
05031,2007,45989,43687
